	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_174380	1.69030595076336e-08	0.99999998309694	2.33956888107913	2.34596468689512	195.408856532765	83.2899991962375	F-box/LRR-repeat protein 16	S-phase kinase-associated protein 1
gene:Smp_174390	0	1	0.432494589145252	0.432333704903996	606.517939560448	1402.90615638696	Serine-threonine kinase receptor-associated protein	Eukaryotic translation initiation factor 3 subuni
gene:Smp_174450	4.14953197580559e-07	0.999999585046802	0.425466728984025	0.425373492007057	1042.48177911867	2450.75808665214	Surfeit locus protein 4 homolog	Protein (four-helix bundle model)
gene:Smp_174490	0	1	2.46874405633302	2.46930516168203	2570.69175619945	1041.05280426205	Hypothetical protein	Major allergen ALT A 1
gene:Smp_174510	0	1	4.91214699878277	4.91457911404999	3144.06254670412	639.73400935285	Dynein light chain LC6, flagellar outer arm	Dynein light chain motor protein
gene:Smp_174580	0	1	0.218633959050602	0.21860222859525	2140.94741856961	9793.83991785086	Vesicular integral-membrane protein VIP36	VIP36
gene:Smp_174630	0	1	2.32060620431422	2.32388867640356	371.835754870359	160.000141039039	Tetraspanin-15	CD63-like protein SM-TSP-2
gene:Smp_174660	0	1	0.34409522739729	0.343853805744472	371.536884756723	1080.52736369819	Transketolase	DNA-directed RNA polymerase I subunit RPA43
gene:Smp_174680	0	1	0.281499907155797	0.280987908945131	156.817144349554	558.117732037672	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	DPH2
gene:Smp_174690	0	1	3.12149729678712	3.12867165820961	367.944769040837	117.597345620729	TOM1-like protein 2	Target of MYB1
gene:Smp_174700	0	1	2.11960127125719	2.12494141964324	177.177155703377	83.3744895983655	Hepatocyte nuclear factor 4-alpha	Hepatocyte nuclear factor 4-alpha
gene:Smp_174710	4.27487389931258e-09	0.999999995725126	0.480515539279199	0.480148546915263	270.30264915383	562.967126329896	Mitotic spindle assembly checkpoint protein MAD1	Mitotic spindle assembly checkpoint protein MAD1
gene:Smp_174810	0	1	5.12101550369806	5.21083469965649	95.0762233992738	18.237791165884	Extracellular superoxide dismutase [Cu-Zn]	EA4, TIME interVal measuring enzyme TIME
gene:Smp_174850	0	1	0.493578318572682	0.493482025922967	1032.1944073257	2091.6657918288	Ragulator complex protein LAMTOR1	Probable C4-dicarboxylate-binding protein
gene:Smp_174880	0	1	5.18779814482873	5.22660148287123	224.332345969064	42.913178035342	Cilia- and flagella-associated protein 53	Nuclear protein SNF4
gene:Smp_174920	0	1	6.55052190928646	6.61503592607282	226.343472950435	34.2080262480926	tryptophan hydroxylase	Tyroh, tyrosine hydroxylase
gene:Smp_174950	0	1	0.258725363037611	0.258690202099723	2169.06159274434	8384.81314033749	40S ribosomal protein S19	Ribosomal protein ES19
gene:Smp_175020	0	1	15.5567332086009	16.2206493946468	141.43712340702	8.71018869070069	Hypothetical protein	Acid-sensing ION channel
gene:Smp_175090	0	1	4.64399070911982	4.64611933781371	3163.308536641	680.841761790849	Long-chain-fatty-acid--CoA ligase 5	Luciferase, luciferin 4-monooxygenase
gene:Smp_175230	9.79771819231701e-13	0.99999999999902	0.161243678940412	0.158482711874627	19.1383647098462	120.813050560834	Dihydrofolate reductase	Dihydrofolate reductase
gene:Smp_175270	0	1	22.3170874470957	22.6025770827241	671.218976154617	29.6870108186318	Protein lag-2	Protein jagged-1
gene:Smp_175310	0	1	0.0534183653954838	0.053259338420544	126.073501288372	2367.34012164059	Hypothetical protein	Sensor protein
gene:Smp_175390	0	1	7.94490836658305	7.97171373000504	821.422215679795	103.033366019025	Hypothetical protein	Platelet-derived growth factor subunit A
gene:Smp_175410	1.11022302462516e-16	1	16.8285658401108	21.4689200357322	29.1156650604198	1.3466432317948	Zinc finger protein Gfi-1b	AART
gene:Smp_175420	0	1	0.228650854593666	0.228599416586836	1363.3708993261	5964.05114977203	Signal peptidase complex subunit 3	Cellulose 1,4-beta-cellobiosidase
gene:Smp_175510	0	1	11.7685971456093	11.8157776131085	1072.58165948582	90.7662226580735	Hypothetical protein	Intercellular adhesion molecule-1
gene:Smp_175550	0	1	0.318171771320411	0.317920055518478	342.48768467706	1077.2975769583	U6 snRNA-associated Sm-like protein LSm8	U6 snRNA-associated SM-like protein LSM8
gene:Smp_175590	0	1	3.63323527275577	3.64082030982008	502.687144748067	138.062495199003	fibroblast growth factor receptor a	Fibroblast growth factor receptor 2
gene:Smp_175660	0	1	0.385518064213616	0.385457536173595	1556.32923840474	4037.63122464537	B cell receptor associated protein	B-cell receptor-associated protein 31
gene:Smp_175680	0	1	0.313812715335787	0.313674926130039	621.263015076244	1980.61695906617	Survival of motor neuron-related-splicing factor 30	Tudor domain-containing protein 3
gene:Smp_175740	0	1	0.203438836278118	0.203419983105709	3418.23762037508	16803.8829518481	60S ribosomal protein L14-A	60S ribosomal protein L14-A, 60S ribosomal protein L11-A
gene:Smp_175810	0	1	0.426812222730882	0.426761731150937	1926.79890694157	4514.9424109042	39S ribosomal protein L40, mitochondrial	YML28, 54S ribosomal protein L28, mitochondrial
gene:Smp_175900	0	1	4.88920343801041	4.8942659281335	1495.39645745914	305.532542930322	Synaptotagmin-1	Synaptotagmin-1
gene:Smp_175930	0	1	15.0128891642468	15.2062894304401	438.186685832796	28.8068055617573	ELAV-like protein 1	Paraneoplastic encephalomyelitis antigen HUD
gene:Smp_175950	0	1	0.288788141091582	0.288568859726862	372.229061192125	1289.93882380746	tRNA (cytosine(34)-C(5))-methyltransferase	Hypothetical protein YEBU
gene:Smp_175980	0	1	19.6043634735631	19.6728629609749	2125.04550270001	108.00963633435	Sodium/hydrogen exchanger 9B2	NAPA, Na(+)/H(+) antiporter
gene:Smp_176000	0	1	0.288861402712929	0.288377516663329	168.547376652534	584.492490356484	Abnormal spindle-like microcephaly-associated protein homolog	Alpha-actinin 3
gene:Smp_176010	0	1	0.442320483578568	0.441540410761603	125.533786391177	284.32136204822	Cytoskeleton-associated protein 5-A	ZYG-9
gene:Smp_176070	0	1	2.08936725534518	2.09006830185249	1291.69452946018	618.010247623154	RalA-binding protein 1	RAla-binding protein 1
gene:Smp_176080	0	1	4.59497808827286	4.59589535130077	7163.86017442196	1558.74398085258	Cell division cycle protein 123	Surfactant protein C brichos domain
gene:Smp_176100	0	1	8.40175215095941	8.76673953160746	70.6982371174938	8.05551134119628	Zinc transporter 2	Cation efflux family protein
gene:Smp_176110	0	1	5.46515210815158	5.48156656913313	593.037584583072	108.179434006428	Leucine-rich repeat-containing protein 14	Nacht, LRR and PYD domains-containing protein 1
gene:Smp_176260	0	1	0.20890340147756	0.208476821693417	153.756681295417	737.562071784289	Geminin	Geminin
gene:Smp_176300	0	1	31.1300572741379	32.76076346271	240.732889421249	7.33851279321605	Dynein heavy chain 2, axonemal	Dynein heavy chain, cytoplasmic
gene:Smp_176310	0	1	12.2353031658568	12.3067264914711	769.939946611107	62.5533426683126	Neuronal acetylcholine receptor subunit alpha-2	Acetylcholine receptor protein, alpha chain
gene:Smp_176350	0	1	12.4664691014575	12.5132888163522	1218.83260188276	97.3938575925773	Contactin	Titin
gene:Smp_176390	0	1	18.9814847610596	19.247211058606	517.995103215717	26.9032552055692	Protocadherin alpha-4	EP-cadherin, C-cadherin
gene:Smp_176410	0	1	4.83676127799231	4.84804261708731	655.751281094359	135.253101603743	F-box/LRR-repeat protein 20	S-phase kinase-associated protein 2
gene:Smp_176430	0	1	4.79342124826669	4.80318485668167	742.197327333539	154.513998030403	Pleckstrin homology domain-containing family G member 1	Triple functional domain protein
gene:Smp_176540	0	1	48.1391818305883	48.7996401121033	1385.24104404575	28.3765012295896	Protocadherin-18	EP-cadherin, C-cadherin
gene:Smp_176630	0	1	0.379696933002444	0.379017448164597	137.602719748145	363.067532220584	Selenocysteine-specific elongation factor	Translation elongation factor SELB
gene:Smp_176650	0	1	11.8141065239808	12.0080153893579	266.331861424862	22.1703397804525	Hypothetical protein	Lipovitellin (LV-2)
gene:Smp_176710	0	1	4.04976924726791	4.0573739031952	647.144029892368	159.490712858317	Nuclear factor interleukin-3-regulated protein	CAAT/enhancer binding protein beta
gene:Smp_176720	0	1	5.26894177231633	5.29812769137049	308.198417323619	58.1630821296783	Lipoma HMGIC fusion partner homolog	Claudin-15
gene:Smp_176750	0	1	3.81393889327152	3.81854097196642	928.59986483535	243.174470627049	AP2-associated protein kinase 1	Cyclin G-associated kinase
gene:Smp_176760	0	1	0.474874247623984	0.474616340601201	384.332182447649	809.785511803912	Metaxin-3	Glutathione S-transferase 1
gene:Smp_176850	0	1	8.4708117269445	8.64313815719205	149.016180918293	17.2321380068173	Armadillo repeat-containing protein 4	Catenin beta-1, beta-catenin
gene:Smp_176930	0	1	29.3283389293944	29.7323956630938	829.046027863365	27.8739296119167	Cationic amino acid transporter 4	Arginine/agmatine antiporter
gene:Smp_176950	1.60422675143934e-08	0.999999983957732	4.30951829273864	4.40990190325065	57.8137321988405	13.1022490856808	Hypothetical protein	Proto-oncogene tyrosine-protein kinase LCK
gene:Smp_177010	0	1	7.76385085631357	8.0339427885862	80.0077549657907	9.94996076540049	Serine/threonine/tyrosine-interacting-like protein 1	SDP-1, tyrosine-protein phosphatase YIL113W
gene:Smp_177020	0	1	3.19899252550757	3.20498321204216	467.884708127798	145.979753197385	Inactive phospholipase C-like protein 2	Phospholipase C-beta (PLC-beta)
gene:Smp_177290	8.90398865749376e-14	0.999999999999911	0.0966738618433007	0.0894269753106271	4.42339956215732	49.5656403116373	CDK5 regulatory subunit-associated protein 1	Protein TM_1862
gene:Smp_178230	0	1	16.9058407819109	17.8720862441137	116.99909807174	6.53703074243935	Protein FAM184A	Methuselah ectodomain
gene:Smp_178710	0	1	2.65039189052819	2.65378178821071	513.845390822345	193.621365285993	Centrosomal protein of 104 kDa	Protein STU2
gene:Smp_178780	3.95841074551928e-06	0.999996041589254	11.4852215422486	16.878508158804	13.0406873360862	0.763213320353722	Single-minded homolog 2	BMAL1B
gene:Smp_178990	0	1	3.25043526348399	3.25400384893502	816.128194529922	250.800457644981	Hypothetical protein	Thiamine transporter THIA
gene:Smp_179010	0	1	0.224452153209868	0.224229013407628	309.94494922289	1382.30419972142	Exosome complex component RRP42	Exosome complex exonuclease RRP42
gene:Smp_179080	0	1	0.406798198741519	0.406478715551108	300.1601309334	738.454572558065	Yae1 domain-containing protein 1	Lactose regulatory protein LAC9
gene:Smp_179180	0	1	0.235581769067012	0.235559859296974	3268.64978494048	13876.1223541955	40S ribosomal protein SA	40S ribosomal protein SA (S2P)
gene:Smp_179320	0	1	0.440206795779261	0.440124029398114	1183.91434851642	2689.96889103097	argonaute 2-1	Protein argonaute-1
gene:Smp_179350	0	1	6.76723669121672	6.77752511985502	1510.99213689096	222.93305224549	Hypothetical protein	Protein DOK-7
gene:Smp_179360	0	1	3.96074104403055	3.96248015624622	2682.95579358565	677.082550067761	Sortilin	Sortilin
gene:Smp_179380	0	1	0.349914897075778	0.349108843731427	111.970524459983	320.751064838939	Uncharacterized protein C9orf85 homolog	Polycomb group ring finger protein 4
gene:Smp_179490	0	1	13.8269765836983	13.8618805126369	2026.02691381704	146.148878802198	Bestrophin-1	MFP2B
gene:Smp_179590	0	1	5.72619636341131	5.73584854342395	1117.00560582477	194.732869754713	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11	CGMP-specific 3',5'-cyclic phosphodiesterase
gene:Smp_179600	0	1	0.00521453041676585	0.000128549408982575	0	77.7811005515049	Endonuclease MutS2	MRNA 3'-END-processing protein RNA14
gene:Smp_179620	5.55111512312578e-15	0.999999999999994	2.88518173667493	2.90222272619048	127.682200097119	43.9880704943107	Testis-expressed protein 47	Hypothetical protein RSPH03001874
gene:Smp_179660	0	1	7.06513257239277	7.07251261014922	2311.68568138496	326.846353436207	Prominin-2	Sarcolipin
gene:Smp_179710	0	1	0.0431517399396874	0.0430228163408645	126.984439234395	2951.78279357802	Serine hydroxymethyltransferase	Serine hydroxymethyltransferase, cytosolic
gene:Smp_179740	5.55111512312578e-16	0.999999999999999	0.378470883561415	0.378034087525299	213.928511074049	565.913862777935	Transmembrane protein 8A	GAS6, growth-arrest-specific protein
gene:Smp_180000	0	1	0.292367795545333	0.292350731113633	4821.63421514148	16492.6602826249	40S ribosomal protein S9	40S ribosomal protein S9, putative
gene:Smp_180150	0	1	4.73104626038851	4.73443104015596	2075.58793226546	438.394934967029	Rho GTPase-activating protein 21	N-chimaerin
gene:Smp_180240	0	1	37.6248200636376	37.9323735521513	1796.54318148566	47.3520027762215	Spondin-1	Spondin-1
gene:Smp_180260	2.87547763377916e-13	0.999999999999712	6.38824155799996	6.60696564786578	64.7232936440419	9.7877342541432	FMRFamide-activated amiloride-sensitive sodium channel	Acid-sensing ION channel
gene:Smp_180350	0	1	36.6263595377681	54.9515010063982	42.479232551578	0.763213320353722	opsin receptor	Rhodopsin
gene:Smp_180430	0	1	5.04386690605386	5.14238164581244	83.942795241492	16.3156640645987	EF-hand calcium-binding domain-containing protein 2	Centrin-2
gene:Smp_180500	0	1	4.03980467878543	4.05815495027691	267.356522398241	65.8737638469169	Phospholipid scramblase 3	AT5G01750 protein
gene:Smp_180570	0	1	13.6909679170232	14.2414518980636	130.570866050471	9.15906976796562	nicotinic acetylcholine receptor	Acetylcholine receptor protein, alpha chain
gene:Smp_180580	0	1	2.31655046161498	2.32055100442315	303.718064656595	130.876183530405	Trichoplein keratin filament-binding protein	Troponin T
gene:Smp_180620	1.10489395410696e-12	0.999999999998895	5.50795515220984	5.67800431741283	59.8554177832766	10.5333906768416	Zinc-finger homeodomain protein 1	D-xylose-proton symporter
gene:Smp_180660	0	1	0.115709161695871	0.115102099746569	66.6738362622813	579.335089352023	Pseudouridylate synthase 7 homolog-like protein	HIN recombinase, DNA-invertase HIN
gene:Smp_180680	0	1	0.163196508831781	0.162990204464569	262.927048213904	1613.19767145281	Armadillo repeat-containing protein 2	APC variant protein
gene:Smp_180690	0	1	36.5686696958758	36.9794454721558	1273.48841416622	34.4280073282904	Hypothetical protein	Teashirt homolog 3
gene:Smp_180800	0	1	0.116884036211368	0.116695843984283	217.784375358427	1866.33217571416	Protein LLP homolog	NEQ011
gene:Smp_180810	0	1	71.2629689792259	71.613301432991	5712.34301525863	79.7566481080154	Papilin	SMCI inhibitor, carboxypeptidase inhibitor SMCI
gene:Smp_180890	0	1	8.49412427757401	8.64362675983232	172.313183601665	19.9264443178488	Rho GTPase-activating protein gacH	Rhogap protein
gene:Smp_181000	0	1	0.403116525412899	0.402815916630324	318.094439158848	789.691762084992	Ubiquitin thioesterase OTU1	OTU1, ubiquitin thioesterase OTU1
gene:Smp_181040	0	1	3.83565039060803	3.86580393328108	144.577044991652	37.3915463502657	KIF1-binding protein homolog	Tubulin-folding protein TBCE
gene:Smp_181080	0	1	5.62384459573248	5.63108089718566	1431.03589423712	254.12342844219	Shb-like protein	VAV-2, guanine nucleotide exchange factor VAV2
gene:Smp_181150	0	1	2.27962765442019	2.2818621818657	519.701768673243	227.747737870179	ATP-binding cassette sub-family G member 1	ABC transporter, lipoprotein-releasing system ATP-binding protein
gene:Smp_181180	0	1	3.11467355652478	3.13306362063521	143.276251700851	45.7235914780438	MYCBP-associated protein	Hydin protein
gene:Smp_181250	0	1	31.6713711320184	39.1306565701773	63.982387929678	1.62535175585192	Hemicentin-1	Titin
gene:Smp_181270	0	1	5.82044788132717	5.83828411703186	627.534649864079	107.477857268433	Protein couch potato	Arginine/serine-rich splicing factor 10
gene:Smp_181390	0	1	0.115636122203961	0.115577933854901	698.616577263875	6044.62632427405	Protein CREBRF homolog	Protein (GCN4)
gene:Smp_181410	0	1	0.282849849634121	0.282674088159379	458.709943947271	1622.77738364102	Protein-arginine kinase activator protein	Pheromone ER-10
gene:Smp_181440	0	1	2.22021563297786	2.2252374601015	215.033542495599	96.6284695347483	Protein tyrosine phosphatase domain-containing protein 1	Protein tyrosine phosphatase-like protein
gene:Smp_181450	0	1	7.31681644702548	7.37722699054297	306.788956076011	41.5773005492854	Centrosome and spindle pole associated protein 1	Colicin E3
gene:Smp_181470	0	1	0.204871006566099	0.20468664184126	351.084865134757	1715.26981492334	Protein lifeguard 1	Uncharacterized protein YETJ
gene:Smp_181490	0	1	4.06911030306582	4.0782944110389	542.027467095454	132.897880713147	Death-associated protein kinase 2	Death-associated protein kinase 2
gene:Smp_181870	0	1	0.433955613623947	0.432686101771486	76.7194155330616	177.322748195329	DNA helicase MCM8	Minichromosome maintenance protein MCM
gene:Smp_182620	0	1	29.2676183395822	29.4859180381724	1518.52901198425	51.4904827056209	Carboxypeptidase N catalytic chain	Carboxypeptidase N catalytic chain
gene:Smp_186930	0	1	0.103738373797181	0.0990181830096993	7.46765491090863	75.5079976406572	Homeobox protein Nkx-2.2a	Protein (engrailed homeodomain Q50K)
gene:Smp_187090	0	1	6.93692735742539	7.10777520852401	98.2238387056274	13.8106169755932	Neuroglobin	Hemoglobin subunit beta-1/2
gene:Smp_187140	0	1	3.50302641070487	3.50371734558831	5048.14396865945	1440.78943406845	Cathepsin L-like proteinase	Procathepsin L1, secreted cathepsin L 1
gene:Smp_187190	0	1	0.183210676675201	0.183033509425425	335.598098553158	1833.57828449879	Innexin unc-9	Hydrolase, HD family
gene:Smp_187360	0	1	0.316691276099285	0.316315444323496	228.717868769462	723.090540533652	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	Beta-1,6-N-acetylglucosaminyltransferase
gene:Smp_187800	0	1	17.2362138236881	17.3986832981532	691.509746632041	39.7355218180472	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Putative uncharacterized protein TB39.8
gene:Smp_188580	0	1	15.3372060068307	15.6014414438799	336.666967324502	21.569862895077	Peroxisome biogenesis factor 10	ARNO(375-400)
gene:Smp_188900	0.016246371729986	0.983753628270014	0.466600971697782	0.463159664946222	28.5418847209878	61.6358791252969	Fructose-1,6-bisphosphatase class 1	Nucleoporin NUP159
gene:Smp_189830	1.99285032920216e-13	0.999999999999801	5.41357727682473	5.61261757094124	49.488313106817	8.80911380584517	WD repeat-containing protein 88	Platelet-activating factor acetylhydrolase IB alpha subunit
gene:Smp_190140	0	1	5.23599319010672	5.24713719448736	793.24280320263	151.168208954784	Radial spoke head 1 homolog	Histone H3 lysine 4 specific methyltransferase
gene:Smp_191310	0	1	25.742165560635	26.3143681190728	452.529065740425	17.1874133558017	Histone deacetylase 4	HD7A, histone deacetylase 7A
gene:Smp_191360	0	1	0.483852640056395	0.48374554497527	927.239016383735	1916.80148491225	GTPase Obg	SPO0B-associated GTP-binding protein
gene:Smp_191670	0.0101515513210747	0.989848448678925	0.481949774310375	0.480341229726711	61.5167318303305	128.079632999724	Phospholipid-transporting ATPase IB	TRAN protein
gene:Smp_191910	0	1	0.0098699950333002	0.00986950407154555	7916.15989687494	802083.847455188	Putative eggshell protein	GAG polyprotein capsid protein P27
gene:Smp_191970	0	1	0.115864585790042	0.115556282273445	131.788080735386	1140.54314122608	Alpha-2A adrenergic receptor	Bimax1 peptide
gene:Smp_192570	0	1	0.277946140729019	0.276150088254256	44.1440937548554	159.881651796982	Triple functional domain protein	Proteasome subunit alpha
gene:Smp_192610	0	1	20.6376469975079	22.8844814504549	79.5389894527571	3.46611063964815	Hypothetical protein	Appetite-regulating hormone, obestatin
gene:Smp_192670	0	1	0.0350714661279182	0.0342256757329573	15.5195777830176	453.730574888447	Serine-threonine kinase receptor-associated protein	GT-beta
gene:Smp_192780	1.11022302462516e-15	0.999999999999999	6.11344610431828	6.25169556336682	91.9551492725328	14.7004330881726	Protein GrpE	Hypothetical protein YDFO
gene:Smp_193750	0	1	0.25594200099923	0.255747026371774	388.15332578614	1517.75281152874	Protein ABHD11	Esterase YBFF
gene:Smp_193940	0.0247157027926059	0.975284297207394	6.77152475100391	20.5030099387383	3.41740865144505	0.157166121544395	Vacuolar protein sorting-associated protein 13B	Guanylate cyclase soluble subunit beta-1
gene:Smp_194030	0	1	2.40638580493951	2.40807215516921	798.722600817286	331.679646052638	G-protein-signaling modulator 2	G-protein-signaling modulator 2
gene:Smp_194040	5.20022269689946e-09	0.999999994799777	12.2762686170944	14.0719812515839	35.1346351486936	2.48749019135012	Hypothetical protein	SLYD, peptidyl-prolyl CIS-trans isomerase
gene:Smp_194050	0	1	30.1140103958956	30.1394793716367	13702.5437957083	454.628038923903	Hypothetical protein	CAP-Gly domain-containing linker protein 1
gene:Smp_194090	0	1	14.2188120066922	14.2406376268084	3430.27722907444	240.870171167113	subfamily S1A unassigned peptidase (S01 family)	Kininogenin, plasma kallikrein, light chain, fletcher factor
gene:Smp_194280	0	1	13.3258242602718	13.488238552968	407.109759396035	30.1733154712741	50S ribosomal protein L17	Protein PB1-F2
gene:Smp_194380	0	1	2.35728809089155	2.36088325372532	354.479357629378	150.141159346832	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Beta-1,3-N-acetylglucosaminyltransferase manic FR
gene:Smp_194390	0	1	5.85687312017318	5.88487652370804	405.926881587782	68.969676965593	Suppressor of cytokine signaling 7	Suppressor of cytokine signaling 2
gene:Smp_194560	0	1	0.414920495722321	0.414480138548066	219.012509010467	528.417030973567	Small VCP/p97-interacting protein	Programmed cell death protein 5
gene:Smp_194570	0	1	0.435767796737347	0.435407626426846	271.272143196947	623.043264875521	WD repeat and SOCS box-containing protein 1	Actin-related protein 2/3 complex subunit 1
gene:Smp_194610	0	1	5.12852296337222	5.1411272937065	669.733491246188	130.261719213421	cAMP-dependent protein kinase catalytic subunit PRKX	RAC-alpha serine/threonine-protein kinase
gene:Smp_194620	0	1	0.429433005943803	0.429087126438877	281.505633793091	656.070353958586	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	SAM-dependent O-methyltransferase
gene:Smp_194650	0	1	2.33213152246431	2.33307459145191	1310.70262428305	561.786279075406	Tetratricopeptide repeat protein 37	SKI3, superkiller protein 3
gene:Smp_194720	0	1	17.8655736664257	18.1574706978801	417.245440724529	22.9698217861503	alpha beta hydrolase domain-containing protein	Protein NDRG2, protein NDR2
gene:Smp_194740	0	1	11.8821534689951	12.8159194259327	59.3920995113812	4.62502442057979	Sex peptide receptor	Adenosine receptor A2A/soluble cytochrome B562 CH
gene:Smp_194750	0	1	0.0147763588701258	0.014556085071817	25.8835612977932	1778.87224546911	Protein TBATA	X-Pro dipeptidase
gene:Smp_194770	0	1	2.17347550873802	2.17362165332289	6941.44432840603	3193.48704572292	Taurocyamine kinase	Arginine kinase, AK
gene:Smp_194800	0	1	15.3580921321608	15.3852114544691	3239.62878290668	210.558362514487	Band 4.1-like protein 2	Protein 4.1
gene:Smp_194820	0	1	0.313277082020949	0.312640613147157	134.150597037053	429.110822424646	DNA repair and recombination protein RAD54-like (Fragment)	Similar to RAD54-like
gene:Smp_194830	0.0020766703707874	0.997923329629213	15.0419228025203	15.4298834584655	222.104422168785	14.3850809976418	Potassium channel toxin gamma-KTx 2.2	60S ribosomal protein L36
gene:Smp_194870	4.6074255521944e-14	0.999999999999954	0.276967386856435	0.276695422446554	292.555427072501	1057.34550117029	Histone H4	Histone H3-like centromeric protein CSE4, protein histone H4
gene:Smp_194920	0	1	2.41783296407128	2.41925400502041	959.998684628359	396.810128285893	T-cell immunomodulatory protein	YENB
gene:Smp_194930	8.88178419700125e-16	0.999999999999999	0.199759631159352	0.197051245256448	23.1460411021994	117.502787458224	TBC1 domain family member 20	TBC1 domain family member 20
gene:Smp_194970	0	1	7.01532322943966	7.02192733437654	2543.75244343631	362.249864322872	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_194980	0	1	8.61243215141674	8.62192446258947	2749.97863237935	318.942995275191	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_195070	0.00129164480198707	0.998708355198013	0.322648968669937	0.311442002755506	7.47648822008427	24.0281456381831	Hypothetical protein	Peptidyl-tRNA hydrolase domain protein
gene:Smp_195190	0	1	8.76252431843636	8.7758129070366	2038.84664035267	232.316812564324	13 kDa tegumental antigen Sm13	Sensory rhodopsin II transducer
gene:Smp_196040	0	1	2.04648728432801	2.04709371936468	1404.94564500368	686.307207518819	SHC-transforming protein 3	SHC transforming protein
gene:Smp_196090	0	1	6.76193802866576	6.76827520549053	2447.50850285373	361.606280151886	Kinase D-interacting substrate of 220 kDa	Neurabin-1
gene:Smp_196110	0	1	13.2878846194056	13.3052977126669	3734.21955607833	280.647346924548	Ferric-chelate reductase 1	Probable transmembrane ascorbate ferrireductase 2
gene:Smp_196140	0	1	0.323181426373117	0.323112555588486	1262.8822220156	3908.5110406494	Selenoprotein W	Selenoprotein W
gene:Smp_196260	0	1	0.437814506762597	0.437445956720966	265.378924008169	606.668196313637	Protein C3orf33	P100 CO-activator tudor domain
gene:Smp_196290	0	1	0.4723864071098	0.47231449468978	1378.21004522591	2918.00344384136	Ubiquitin carboxyl-terminal hydrolase 48	Ubiquitin carboxyl-terminal hydrolase 7
gene:Smp_196300	9.99200722162641e-16	0.999999999999999	0.468124131861638	0.467840369245963	348.751083319596	745.460263461248	FERM, RhoGEF and pleckstrin domain-containing protein 2	FERM, rhogef and pleckstrin domain-containing Pro
gene:Smp_196370	0	1	29.5528801336726	31.5224404529782	181.740529977583	5.75575060070932	Potassium voltage-gated channel subfamily H member 4	MLL3241 protein
gene:Smp_196400	0	1	26.8963871199985	27.8072701845026	314.409971805868	11.2971139209163	Hypothetical protein	DEP domain-containing protein 1
gene:Smp_196480	2.58845301492894e-05	0.999974115469851	0.269247121322364	0.26875579637425	158.967174598069	591.520217181582	Small integral membrane protein 15	CT398
gene:Smp_196620	0	1	0.268150827740987	0.268050252987897	775.744045527085	2894.05197860261	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Glycerophosphodiester phosphodiesterase
gene:Smp_196690	0	1	4.6262853112708	4.62945721855592	2104.96420495538	454.681361336739	CTD small phosphatase-like protein 2	RNA polymerase II subunit A C-terminal domain PHO
gene:Smp_196700	1.11022302462516e-16	1	4.32469191003893	4.3648813037361	143.600967218738	32.8914599081572	Bardet-Biedl syndrome 2 protein homolog	A-specific ribonuclease subunit PAN2
gene:Smp_196810	0	1	17.0946309925227	17.1646906589695	1568.2719944235	91.3567496596564	Dihydropyrimidinase-related protein 5	Dihydropyrimidinase-related protein 3
gene:Smp_196840	0	1	20.0435208566039	20.0487921432502	28806.725344579	1436.82146290074	Collagen alpha-2(I) chain	Collagen I alpha 1
gene:Smp_196910	0	1	0.255645288644651	0.255272665020048	202.799869064953	794.473299059951	Protein KTI12 homolog	L-seryl-tRNA(SEC) kinase
gene:Smp_196920	0	1	3.59565172964855	3.59968931872982	920.364419594027	255.671626412912	Neogenin	Contactin 4, axcam, BIG-2
gene:Smp_196950	0	1	0.046162723198378	0.0460620546795269	173.56978075106	3768.37988097095	One cut domain family member 2	Hepatocyte nuclear factor 6
gene:Smp_197070	0	1	0.211551067811347	0.211346502094784	323.964627336055	1532.89744878645	Kinesin-like protein KIF6	Kinesin, kinesin heavy chain
gene:Smp_197230	0	1	3.7312767958868	3.74306600445891	344.882512475407	92.1317127201485	Adenylate kinase 8	Adenylate kinase
gene:Smp_197370	0	1	24.0512457092286	24.0570203545299	38193.1980740366	1587.6017453941	Collagen alpha-2(I) chain	Collagen I alpha 2
gene:Smp_197390	0	1	2.09896907397623	2.09962401381822	1401.19219318833	667.348624194914	Disintegrin and metalloproteinase domain-containing protein 10 (Fragment)	ADAM 10
