	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_196110	0	1	10.6281645605678	10.6416361369862	3420.27599897431	321.396027695941	Ferric-chelate reductase 1	Probable transmembrane ascorbate ferrireductase 2
gene:Smp_196140	4.57734515846298e-07	0.999999542265484	0.422528473532423	0.422452996565971	1453.51821127925	3440.67623750965	Selenoprotein W	Selenoprotein W
gene:Smp_196290	0	1	0.456944510144407	0.456850210806636	1183.13596542069	2589.77968912298	Ubiquitin carboxyl-terminal hydrolase 48	Ubiquitin carboxyl-terminal hydrolase 7
gene:Smp_196300	0	1	0.368145181045485	0.367837769357107	339.992552995272	924.317465310361	FERM, RhoGEF and pleckstrin domain-containing protein 2	FERM, rhogef and pleckstrin domain-containing Pro
gene:Smp_196370	0	1	23.3092403804445	25.0239279364741	146.404537356613	5.84098141779747	Potassium voltage-gated channel subfamily H member 4	MLL3241 protein
gene:Smp_196400	0	1	17.1617976898882	17.6787312841096	248.552115064785	14.0499521012124	Hypothetical protein	DEP domain-containing protein 1
gene:Smp_196480	0	1	0.300548710798973	0.299768852717612	120.898639872576	403.329569059477	Small integral membrane protein 15	CT398
gene:Smp_196620	0	1	0.380315423640035	0.380183579085062	803.573063753784	2113.66115246708	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Glycerophosphodiester phosphodiesterase
gene:Smp_196690	0	1	4.47469056478921	4.4784507042176	1861.08660066858	415.557061822492	CTD small phosphatase-like protein 2	RNA polymerase II subunit A C-terminal domain PHO
gene:Smp_196700	0	1	4.60322437277616	4.66906249027128	114.903888381309	24.6017691979385	Bardet-Biedl syndrome 2 protein homolog	A-specific ribonuclease subunit PAN2
gene:Smp_196810	0	1	12.8736261027061	12.9314321459611	1194.4887034124	92.3617257245546	Dihydropyrimidinase-related protein 5	Dihydropyrimidinase-related protein 3
gene:Smp_196840	0	1	18.6550322016904	18.6595858728639	32534.0138232283	1743.54551323042	Collagen alpha-2(I) chain	Collagen I alpha 1
gene:Smp_196910	0	1	0.345569213547787	0.345094753988153	214.048170603712	620.278103861066	Protein KTI12 homolog	L-seryl-tRNA(SEC) kinase
gene:Smp_196920	0	1	2.95351903680414	2.95642371760069	894.149188560121	302.436223535842	Neogenin	Contactin 4, axcam, BIG-2
gene:Smp_196950	0	1	0.0353242231948208	0.0352164155601258	141.701774947047	4024.01608820593	One cut domain family member 2	Hepatocyte nuclear factor 6
gene:Smp_197230	0	1	3.47555144677429	3.48911487549442	286.372626054124	82.068875667154	Adenylate kinase 8	Adenylate kinase
gene:Smp_197370	0	1	23.1735335981808	23.17848514829	46677.5032144146	2013.8193299059	Collagen alpha-2(I) chain	Collagen I alpha 2
gene:Smp_197390	0	1	2.04198717112102	2.04261998544447	1512.5150640001	740.472847900353	Disintegrin and metalloproteinase domain-containing protein 10 (Fragment)	ADAM 10
gene:Smp_197640	0	1	13.0925739837975	13.1942276244947	705.833987742072	53.4864234232018	Sodium leak channel non-selective protein	Navrh, ION transport protein
gene:Smp_197690	0	1	8.89427238163188	8.97923829990495	375.166632539685	41.7726791102823	Putative BTB/POZ domain-containing protein At5g13600	Zinc finger and BTB domain-containing protein 7A
gene:Smp_197730	0	1	0.275743284756024	0.275561831595458	494.614914375513	1794.95888778724	Hypothetical protein	60S ribosomal protein L7(A)
gene:Smp_197860	0	1	11.5546807327906	11.583096943039	1934.77435314243	167.025151536495	Severin	Horse plasma gelsolin
gene:Smp_197880	0	1	0.354173776527675	0.353040436713566	90.4609005187148	256.252147647741	DNA replication ATP-dependent helicase/nuclease DNA2	DNA-binding protein smubp-2
gene:Smp_198360	0	1	5.47907794643784	5.52523929010273	241.086109193047	43.6254149629172	Ankyrin repeat and death domain-containing protein 1A (Fragment)	Ankyrin
gene:Smp_198660	0	1	10.8539704162198	11.2145739269753	137.803897001543	12.2788214834491	Hypothetical protein	Peroxisomal biogenesis factor 19
gene:Smp_198680	0	1	3.17949077566774	3.18451063949328	621.767117561097	195.240444401101	Protein unc-45 homolog B	Protein UNC-45, UNC-45
gene:Smp_198730	0.000190380551497227	0.999809619448503	3.72071431795576	3.79482637702668	62.63910990798	16.4990846546362	Uncharacterized protein C119.16c	HSC70-interacting protein
gene:Smp_198790	0	1	0.334309204562079	0.333328389232023	101.72878393745	305.210878941193	DNA polymerase epsilon subunit 3	Chrac-14
gene:Smp_198800	0	1	2.05116938814567	2.05253270140078	711.688523367568	346.731624570396	Mucolipin-3	Transient receptor potential cation channel subfa member 1
gene:Smp_198890	0	1	12.2409224665875	12.4410017346976	314.318778442536	25.2555521754235	30S ribosomal protein S13	Hemoglobin subunit beta
gene:Smp_198920	0	1	0.322090976718631	0.321689582846	244.314267520472	759.493199820541	RNases MRP/P 32.9 kDa subunit	RNAse P protein PH1771P
gene:Smp_198930	0	1	15.2344412661147	15.341100036908	920.713619444882	60.0067926178556	Hypothetical protein	Afadin, AF-6 protein
gene:Smp_198960	7.40518757424979e-14	0.999999999999926	0.0178642976682574	0.000395514334133587	0	25.2735337103672	Hypothetical protein	Beta/alpha-barrel protein based on 1THF and 1TMY
gene:Smp_198980	0	1	4.09511601338621	4.09846772652182	1701.99386611946	415.268094080265	Zinc finger CCCH domain-containing protein 6	Muscleblind-like protein 2
gene:Smp_199050	0	1	2.39208764521219	2.39348407163772	1073.01043766939	448.298994567564	Replication protein E1	P27, KIP1, CIP2
gene:Smp_200020	1.31055016605597e-06	0.999998689449834	3.28874085088634	3.29812676903207	361.663038828176	109.650138665416	Protein yippee-like CG15309	Protein cereblon, protein PIL
gene:Smp_200100	1.57573953885048e-12	0.999999999998424	0.286355286421155	0.282531354740686	23.7019632074326	83.9168378874126	Succinoglycan biosynthesis protein ExoL	60S ribosomal protein L13
gene:Smp_200110	0	1	9.50902546874599	9.67733112968166	220.011759501625	22.7257890882528	UPF0506 protein SJCHGC03144	Neuropeptide Y (PNPY)
gene:Smp_200180	0	1	4.53868189901537	4.53997818213685	5573.44316472358	1227.62875532554	Dynein light chain 1, cytoplasmic	 29 3pie_A 5'->3' exoribonuclease   27.9      21 0.00063   31.5   0.0   36   36-71    178-219 (1155)
gene:Smp_200240	1.72961645006353e-12	0.99999999999827	11.3711859660281	11.405262597912	1561.00105899165	136.857612261503	Universal stress protein MSMEG_3950/MSMEI_3859	Protein (ATP-binding domain of protein MJ0577)
gene:Smp_200410	0	1	0.24582338299587	0.245632015670293	435.32058416587	1772.2776351355	Thymidylate synthase	Thymidylate synthase
gene:Smp_200440	0.0109208108173774	0.989079189182623	6.05610715981402	6.06948623174836	1031.4945394639	169.939234593908	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	Glutathione S-transferase A4
gene:Smp_200520	0	1	2.35189997881004	2.35741194261109	260.007522372265	110.287872710472	Probable methylthioribulose-1-phosphate dehydratase	Protein DSVD
gene:Smp_200570	0	1	9.29735838658242	9.53637421088238	148.866246447996	15.6014098666668	Ribosomal RNA small subunit methyltransferase H	Prolactin-inducible protein
gene:Smp_200610	0	1	2.48186294803574	2.48889639639066	235.807204738544	94.7376982491199	UPF0691 protein C9orf116 homolog	F17A-G adhesin
gene:Smp_200800	0	1	10.3634067566914	10.454268722276	484.46832685397	46.3326318688023	Alpha-(1,3)-fucosyltransferase fut-1	Recombining binding protein suppressor of hairless
gene:Smp_201060	0	1	5.79273325525204	5.79457940454432	6764.9820533175	1167.45903977399	dynein light chain	Dynein light chain motor protein
gene:Smp_201210	3.19924087222034e-11	0.999999999968008	4.87775656008545	4.95630506845505	110.024673954963	22.1909485766505	Uncharacterized protein MJ0181	Molybdopterin-converting factor subunit 2
gene:Smp_201230	6.63816113188886e-10	0.999999999336184	0.118251433921682	0.105735780418533	3.33997941126637	31.6725524718895	Erlin-2	GT-gamma
gene:Smp_201330	0.000645257936808918	0.999354742063191	0.399155244714987	0.386433125459603	8.19740929453654	21.228886507918	Chlorocatechol 1,2-dioxygenase	PP4397, putative uncharacterized protein
gene:Smp_201440	0	1	0.295062290613572	0.294939577955493	761.934548042118	2583.38200633527	Homoserine O-succinyltransferase	Optineurin
gene:Smp_201470	0	1	0.280860256936918	0.280644930409989	421.494182501539	1501.90269047964	Single-pass membrane and coiled-coil domain-containing protein 4 homolog	Membrane fusion protein P14
gene:Smp_201600	0.0112324580005625	0.988767541999438	7.70731912959774	7.75450108199363	495.732160311324	63.9196010239091	Putative beta-lactamase HcpD	CUTA, divalent cation tolerance protein
gene:Smp_201700	0.0054465028759092	0.994553497124091	4.43070106646498	4.46021936294445	233.108498796137	52.2561510177925	Hypothetical protein	ALR1010 protein, CCBP
gene:Smp_201730	0	1	8.70005556811093	8.948445076767	124.739013413901	13.9308592603188	Uncharacterized protein SJCHGC09800	Delta-conotoxin txvia
gene:Smp_201810	0.00349291137049235	0.996507088629508	0.435352100701656	0.434919495694088	255.274226917125	586.958920557853	Hypothetical protein	ASCG
gene:Smp_201820	0	1	2.76457167153155	2.76765624621617	711.998359736873	257.250402447125	RING finger protein 44	E3 ubiquitin-protein ligase praja-1
gene:Smp_201950	6.77956002448354e-09	0.99999999322044	5.80380933733319	6.16337900493961	37.0197278226911	5.99802381177822	Satellite RNA 48 kDa protein	LUNG surfactant protein B
gene:Smp_202130	0	1	5.13472550403344	5.14119502071444	1477.62733611795	287.401259476519	Dynein light chain 1, cytoplasmic	Dynein light chain motor protein
gene:Smp_202260	0	1	16.1218351282284	16.1502858963028	3860.27749467075	239.012858137419	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	TNF receptor-associated factor 3-interacting protein 1
gene:Smp_202580	0	1	0.422478669893607	0.421939148849261	203.103314916926	481.370586444442	Sodium/potassium-transporting ATPase subunit beta-2	Protein (FADD protein)
gene:Smp_202690	0	1	0.128526339354398	0.128484940112143	1216.29651147967	9466.51977709343	Universal stress protein Slr1101	Protein (ATP-binding domain of protein MJ0577)
gene:Smp_202770	0.00081921472241997	0.99918078527758	0.307958237670486	0.307512534907827	214.71308222251	698.247982514016	Histone-lysine N-methyltransferase SETD2	Histone-lysine N-methyltransferase SETD2
gene:Smp_202920	0	1	10.7479129218906	11.0650825103149	152.923874386847	13.81130447236	Hypothetical protein	Integrin beta-3
gene:Smp_202970	0	1	0.00885894212878051	0.00867628994122778	21.1625700162429	2440.26921607778	Actin, cytoplasmic	Actin-like protein ARP8
gene:Smp_202980	4.67403893367191e-14	0.999999999999953	0.496502068831336	0.49629523917761	543.307791393983	1094.73713538315	Phosphatidyl-N-methylethanolamine N-methyltransferase	UPF0092 membrane protein YAJC
gene:Smp_203130	0	1	12.7270383706102	12.7312842255203	15813.3567211626	1242.07732136104	Actin	Actin-like protein ARP8
gene:Smp_203170	1.78209469403612e-09	0.999999998217905	0.324698079982022	0.32339878145152	75.5786081106901	233.721889067187	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 4 kDa subunit
gene:Smp_203190	6.09514569994696e-05	0.999939048543001	6.34951532720674	6.37218266486377	676.277049238669	106.121146077735	Chorion peroxidase	Putative nucleotidyltransferase
gene:Smp_203200	3.27536649580296e-07	0.99999967246335	0.091384265410887	0.0785889978328367	2.49969857131312	31.9244773507787	Complement component C8 beta chain	WIF-1, WNT inhibitory factor 1
gene:Smp_203310	6.46593889541691e-13	0.999999999999353	3.21398008543408	3.23215020245748	177.097296001736	54.7855029648923	Cilia- and flagella-associated protein 69	ARM00011
gene:Smp_203390	0	1	0.454472935912851	0.454165292052007	362.15870637634	797.428097349957	Elongation factor 4	Lysine-specific demethylase 6A
gene:Smp_203500	0	1	11.5072124287806	12.6834384730599	50.9421670367543	4.00722034170612	Allatostatin-A receptor	Neurotensin receptor type 1
gene:Smp_203580	0	1	130.173415794477	282.822280506836	107.617218608865	0.370547170526985	Toxin Td11 (Fragment)	Single-stranded DNA-binding protein
gene:Smp_203950	0	1	3.14310660852807	3.14868187113108	544.287278633366	172.855122902315	Retinol dehydrogenase 11	Mypaa.01249.C
gene:Smp_204020	1.1872614003039e-11	0.999999999988127	0.157802797143328	0.151379120987079	8.91534613230642	58.9502190454539	Cholecystokinin receptor type A	Adenosine receptor A2A/soluble cytochrome B562 CH
gene:Smp_204070	1.95229811206232e-08	0.999999980477019	0.452188947272283	0.451805405311752	290.190569815814	642.303187057979	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	G gamma-I, guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-2
gene:Smp_204120	0	1	211.667955213846	290.809535715746	348.111892438589	1.18707867069002	Hypothetical protein	AFV1-102
gene:Smp_204230	3.29744921367947e-08	0.999999967025508	5.34945496163442	5.43928947294334	118.420273566996	21.7631146974441	Probable G-protein coupled receptor AH9.1	MU-type opioid receptor, lysozyme chimera
gene:Smp_204260	4.30497160142096e-09	0.999999995695028	6.09592426542536	6.26798624534027	83.4724172443165	13.3088577601584	UPF0336 protein ML1910	MOAA, molybdenum cofactor biosynthesis protein A
gene:Smp_204390	0	1	3.15367391134873	3.15948389716988	526.673790945669	166.689311687408	Adenine phosphoribosyltransferase	Methylosome subunit picln
gene:Smp_204720	3.10204899545141e-08	0.99999996897951	7.55465560584616	7.7679256091208	107.352864962301	13.81130447236	Hypothetical protein	SAM pointed domain containing ETS transcription factor
gene:Smp_204750	0	1	6.67981063121809	6.68953217817162	1757.60259966299	262.730734755443	Roundabout homolog 2	Titin
gene:Smp_205270	0	1	2.72254175870095	2.73042127609921	268.418566180074	98.3003115001952	E3 ubiquitin-protein ligase RNF6	Ring finger protein 38
gene:Smp_205410	0	1	0.0964654506148031	0.0866613444128559	3.58162603288525	41.4343839663356	Hypothetical protein	A0, L10E, 60S acidic ribosomal protein P0
gene:Smp_205570	7.66386953898746e-13	0.999999999999234	0.444654400084113	0.44456822263537	1288.34946036052	2897.99168964668	Small nuclear ribonucleoprotein E	Small nuclear ribonucleoprotein E
gene:Smp_207000	0	1	0.358821130150935	0.358515406047779	338.122002664243	943.134972183372	Anamorsin homolog	Anamorsin
gene:Smp_207040	4.56809201576647e-09	0.999999995431908	3.5939055513396	3.64439687135171	84.1861107839687	23.0928929494005	Annexin A11	Annexin VI
gene:Smp_207080	2.83999601613516e-09	0.999999997160004	0.454034673749103	0.453950440291308	1323.16658382985	2914.79405433849	Proteasome subunit alpha type-6	20S proteasome
gene:Smp_208010	0	1	0.457921711394603	0.457632106851747	385.203999002851	841.744748487619	Geranylgeranyl transferase type-2 subunit alpha	Protein (RAB geranylgeranyltransferase alpha subunit)
gene:Smp_210080	0	1	0.286560999589363	0.286185237332392	244.344223497664	853.822384141666	UPF0415 protein C7orf25 homolog	Hypothetical protein AF0103
gene:Smp_210120	0	1	9.6359576148991	10.0931201538141	85.7321247526709	8.48510591828924	Homeobox protein SIX2	Maltose-binding periplasmic protein, homeobox Pro chimera
gene:Smp_210130	0	1	2.00621421201064	2.00674736278041	1703.17584602353	848.719579822998	Hypothetical protein	EV71, genome polyprotein, capsid protein VP4
gene:Smp_210180	1.82222015254752e-11	0.999999999981778	0.359244761901287	0.358941362643268	340.892424461806	949.734052764993	Probable D-tyrosyl-tRNA(Tyr) deacylase 2	Probable eukaryotic D-amino acid tRNA deacylase, LMAJ005534AAA
gene:Smp_210200	0	1	7.80945647591898	7.97766382643671	145.225285081096	18.1952400603557	Probable tubulin polyglutamylase TTLL9	Tubulin tyrosine ligase, TTL
gene:Smp_210280	1.14152894914454e-08	0.999999988584711	0.480895883235178	0.480718196975306	631.55800559395	1313.79091198502	Malignant T-cell-amplified sequence 1	Malignant T cell-amplified sequence 1
gene:Smp_210300	0	1	8.5125162010152	8.5421223217216	974.752098344598	114.102402238246	Phospholipase DDHD1	E3 ubiquitin-protein ligase RNF146
gene:Smp_210310	0	1	0.323498764621994	0.323481627244788	5742.51360516383	17752.2303793842	60S ribosomal protein L7a	Ribosomal protein EL8
gene:Smp_210320	0	1	0.412138541696759	0.41169509219529	245.424402918315	596.145765689556	Homocysteine S-methyltransferase YbgG	Methionine synthase
gene:Smp_210370	0	1	0.359824221229636	0.359801205162346	4500.47859495798	12508.2543703968	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	Actin cytoskeleton-regulatory complex protein SLA
gene:Smp_210510	0	1	22.205563913274	23.6845514060794	152.704199493105	6.43784006565166	BAI1-associated protein 3	MUNC13-1, protein UNC-13 homolog A
gene:Smp_210530	0	1	0.34389891484029	0.343368816358257	191.10905033642	556.589904334392	Tyrosyl-DNA phosphodiesterase 1	TDP1, tyrosyl-DNA phosphodiesterase
gene:Smp_210580	0	1	0.489905760041954	0.489345949016101	200.508247756721	409.757871093837	Mitochondrial ribonuclease P protein 1	TRNA (guanine(9)-N1)-methyltransferase
gene:Smp_210720	0	1	0.494816295645761	0.494117158568906	160.553144909387	324.939543088971	UPF0047 protein C4A8.02c	AQ_2013 protein
gene:Smp_210750	0	1	0.439960153884676	0.43935718489415	183.504597096581	417.678849542299	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	Peptidyl-prolyl CIS-trans isomerase NIMA-interact
gene:Smp_210770	0	1	9.03843951476696	9.16454914051283	262.692101869461	28.6550328173985	Vacuolar protein sorting-associated protein 26	Vacuolar protein sorting 26
gene:Smp_210820	0	1	3.32573216416362	3.32846146837953	1275.48928257004	383.199868789924	Beta-adrenergic receptor kinase 1	G-protein coupled receptor kinase 2
gene:Smp_210830	0	1	0.324444579769419	0.323930973797035	191.597421313511	591.496946889143	U6 snRNA-associated Sm-like protein LSm7	U6 snRNA-associated SM-like protein LSM7
gene:Smp_210860	0	1	2.35143570697488	2.35659186190199	277.7583357841	117.858664606146	dystrobrevin	Dystrophin
gene:Smp_211020	0	1	16.427029291635	16.5490748447744	940.715672373447	56.8346080036003	cell adhesion molecule	Neuropilin-2
gene:Smp_211040	0	1	0.428069675880638	0.427890295497303	613.511158326851	1433.81816760031	Probable complex I intermediate-associated protein 30, mitochondrial	Endoglucanase H
gene:Smp_211140	0	1	0.372570602307193	0.372367981200907	518.529020843857	1392.53459841456	39S ribosomal protein L22, mitochondrial	MRPL22
gene:Smp_211150	0	1	4.93713436979274	4.94494661680842	1120.70403209764	226.628246869684	MAGUK p55 subfamily member 6	Disks large homolog 4
gene:Smp_211160	0	1	0.331458546121023	0.330592800306396	114.794857521255	347.259684684159	Putative ATP-dependent RNA helicase DHX33	PRE-mRNA-splicing factor ATP-dependent RNA helica
gene:Smp_211190	0	1	0.295963806687032	0.295518314745731	210.01377829555	710.68631835258	tRNA methyltransferase 10 homolog A	RNA (guanine-9-)-methyltransferase domain-contain protein 2
gene:Smp_211200	0	1	0.390864802297292	0.390460107666404	264.286769073704	676.8754586792	Probable 28S rRNA (cytosine-C(5))-methyltransferase	NOL1/NOP2/SUN domain family, member 5 isoform 2
gene:Smp_211250	1.11022302462516e-16	1	0.332804474683378	0.33275575734674	2049.37756960509	6158.82429319475	60S ribosomal protein L34-like protein	60S ribosomal protein L34 (L34E)
gene:Smp_211320	0	1	0.496633738635441	0.496464060044615	662.319045625207	1334.08263414896	RCC1-like G exchanging factor-like protein	Regulator of chromosome condensation
gene:Smp_212030	0	1	0.451410844938965	0.450900511331696	217.963003503878	483.407068789993	Hypothetical protein	BCL-2-like protein 1
gene:Smp_212180	0	1	0.119054396744297	0.118452001065002	77.8902009390881	657.64204672515	Alcohol dehydrogenase [acceptor]	ARYL-alcohol oxidase
gene:Smp_212200	0	1	2.0154317020222	2.01681081190722	667.789269223884	331.106466294809	PHD finger protein 20	PHD finger protein 20
gene:Smp_212300	0	1	0.428369787472813	0.428139937032302	478.823478135345	1118.39414013799	Hypothetical protein	N-chimaerin
gene:Smp_212310	0	1	0.201636628460367	0.201559613389494	939.620991897111	4661.79191604837	Hypothetical protein	Cardiac phospholamban
gene:Smp_212350	0	1	19.7491384767558	19.8523911748866	1621.13426187212	81.6498991824661	Forkhead box protein P4	Forkhead box protein P2
gene:Smp_212380	0	1	5.94278981315052	5.98237400618508	335.923132605665	56.1438165715398	Superoxide dismutase [Mn], mitochondrial	  2 3pie_A 5'->3' exoribonuclease   19.7      38  0.0012   34.7   0.0   19  122-140     3-21  (1155)
gene:Smp_212390	0	1	4.70324939476275	4.72269075735373	404.542324679181	85.6514047932844	Ubiquitin carboxyl-terminal hydrolase 2	Ubiquitin carboxyl-terminal hydrolase 2
gene:Smp_212410	0	1	4.8521320439842	4.90816402814524	151.734571623882	30.9067686234041	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4	MLL3241 protein
gene:Smp_212490	0	1	0.429108487808992	0.429013933193115	1164.84315538301	2715.17723579233	Protein transport protein Sec31A	Protein transport protein SEC31
gene:Smp_212560	0	1	8.20698832288139	8.32936754860602	220.580637446151	26.473479827117	Cytochrome b5 domain-containing protein 1	Cytochrome B5
gene:Smp_212710	0	1	33.1283557770916	33.1893027500101	7867.97314338359	237.053827542481	gynecophoral canal protein	Fasciclin I, FAS I, FCN
gene:Smp_212740	0	1	4.68568199447746	4.69117499276066	1415.51962561502	301.733087350065	Mothers against decapentaplegic homolog	Protein mothers against DPP
gene:Smp_212750	0.000281060538968481	0.999718939461032	3.08061612429417	3.1143918303915	86.2659413012778	27.6923399751316	Hypothetical protein	Neurotensin receptor type 1, lysozyme chimera
gene:Smp_212760	0	1	7.25850127301167	7.31261666147151	380.311873815956	51.9989991616522	Kinesin-like protein KIF26A	Kinesin-2
gene:Smp_212780	0	1	8.20312328445971	8.28464381488918	329.187572743909	39.72587520471	Tubulin polymerization-promoting protein (TPPP), putative	Tubulin polymerization-promoting protein family member 3
gene:Smp_212850	0	1	0.466439574225145	0.465895213258913	205.349034804929	440.773740550698	Probable U6 snRNA-associated Sm-like protein LSm2	Small nuclear ribonucleoprotein SM D1
gene:Smp_212860	0	1	0.39609139582742	0.39588978989079	533.289447758206	1347.08068376156	39S ribosomal protein L14, mitochondrial	MRPL14
gene:Smp_212870	0	1	0.493010349382883	0.492739217051487	414.336663930442	840.89457911968	28S ribosomal protein S18b, mitochondrial	  6 3v4k_A DNA DC->DU-editing enzy  62.5     2.4 7.3E-05   35.7   0.0   30  108-137    98-129 (203)
gene:Smp_212920	0	1	0.474066265925119	0.473976810083773	1253.15526570862	2643.92792913018	Proteasome subunit alpha type-1	20S proteasome
gene:Smp_212930	0	1	0.404741846817008	0.403975386886827	141.081137479213	349.246766771138	Probable cyclin-H	Cyclin H
gene:Smp_212940	0	1	0.438841073987524	0.438667327034155	637.127104584973	1452.4280215246	Sideroflexin-1	MTH1895
gene:Smp_212960	0	1	0.413197817277787	0.412820855698265	288.981582835038	700.031140959857	Syntaxin-18	Syntaxin-1A
gene:Smp_213000	0	1	2.47537809833628	2.47692643153727	1061.39455030529	428.506784669518	Coiled-coil domain-containing protein 77	Anopheles plasmodium-responsive leucine-rich REPE 1
gene:Smp_213010	0	1	0.489561662951892	0.488461795253594	101.934164466834	208.694478952971	Uncharacterized protein C4B3.18	Phosphopantothenoylcysteine synthetase
gene:Smp_213080	0	1	0.401043318571159	0.400889707123556	702.941998128425	1753.46978667802	choline phosphate cytidylyltransferase	Choline-phosphate cytidylyltransferase A
gene:Smp_213110	0	1	2.22428600999166	2.22544323763965	1058.77928903894	475.755578349197	Zinc finger MYND domain-containing protein 11	Protein kinase C-binding protein 1
gene:Smp_213130	9.03943586649802e-13	0.999999999999096	0.229888745647667	0.229857025771346	2509.61423521831	10918.1867651265	40S ribosomal protein S25	40S ribosomal protein S25, putative
gene:Smp_213140	0	1	0.223930305230183	0.222374308403642	49.8676013910549	224.285701014704	N-acetyltransferase 9	Putative acetyltransferase STHE_0691
gene:Smp_213180	0	1	4.37740831269326	4.3920178303867	456.59505552505	103.952477648878	Allene oxide synthase-lipoxygenase protein	Arachidonate 15-lipoxygenase B
gene:Smp_213220	0	1	0.395735376768014	0.395303589615669	248.770962179197	629.331520579342	50S ribosomal protein L29	VIIIA, cytochrome C oxidase polypeptide VIIC
gene:Smp_213230	0	1	0.344168631131872	0.343095700153185	94.301490344713	274.873918109743	Major capsid protein L1	Mterf domain-containing protein 2
gene:Smp_213290	0	1	0.233257890954522	0.233031363194186	354.698169894303	1522.13777029272	V-type ATP synthase subunit E 3	Talin 1
gene:Smp_213350	0	1	0.496683988909868	0.496476952062397	542.766609601455	1093.24640867462	39S ribosomal protein L51, mitochondrial	SN-glycerol-3-phosphate-binding periplasmic prote
gene:Smp_213360	0.000140674570002886	0.999859325429997	0.408119466943423	0.40516143393541	36.4475996715208	89.9728972303737	Cytochrome c oxidase copper chaperone	HCG2020266, COX17 cytochrome C oxidase assembly homolog (S. C pseudogene (COX17)
gene:Smp_213410	3.69589026050221e-10	0.999999999630411	0.448265625208483	0.446042979222411	49.7826668080825	111.621993165516	Microcephalin	Breast cancer type 1 susceptibility protein
gene:Smp_213420	0	1	0.176449708788692	0.175808237964263	101.493582298161	577.343959481656	Checkpoint protein HUS1	HHUS1, checkpoint protein HUS1
gene:Smp_213440	0	1	0.482693460538988	0.482465393047427	492.119820263347	1020.02133769839	RWD domain-containing protein 1	RWD domain-containing protein 1
gene:Smp_213530	0	1	0.347871930499555	0.347662085334155	485.860116576869	1397.52552967927	Putative uncharacterized protein DDB_G0271238	Selenoprotein SEP15
gene:Smp_213560	0	1	0.301818437576806	0.301399569448307	225.914130196025	749.573453651127	RNA exonuclease 4	PAB-dependent poly(A)-specific ribonuclease subun
gene:Smp_213640	0	1	0.227667161179555	0.226934712410808	107.601110009147	474.184136568868	Torsin-1A-interacting protein 1	Torsin-1A-interacting protein 1
gene:Smp_213650	0	1	0.473308584801628	0.472756936029661	202.973354370072	429.350922919038	Peptide deformylase	Fusion of general control protein GCN4 and WSPR R regulator protein
gene:Smp_213740	0	1	75.8130573770205	87.7007662098603	248.195593030566	2.8201416710161	Lens fiber membrane intrinsic protein	Claudin-15
gene:Smp_213780	0	1	0.224498877249834	0.223780892056755	108.687329810269	485.721059570095	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	Interleukin-33
gene:Smp_213800	0	1	0.495341439139289	0.494947108708368	284.845805508717	575.517769526904	ATP-dependent RNA helicase DDX55	ATP-dependent RNA helicase MSS116, mitochondrial
gene:Smp_213900	0	1	13.8221491820092	13.8310191085435	8991.31955431849	650.074385232647	Collagen alpha-1(IV) chain	Collagen I alpha 2
gene:Smp_213910	0	1	9.68282414448375	9.68842098144232	6759.2675988277	697.655554766329	Collagen alpha-1(IV) chain	Collagen I alpha 2
gene:Smp_213980	0	1	2.95951642655739	2.96644450219146	377.302721279642	127.183588486453	RNA-binding protein Nova-1	Neuro-oncological ventral antigen 1
gene:Smp_213990	0	1	0.488270781031991	0.487768676032779	223.547121292926	458.316112925509	Aminopeptidase M1	Ribosomal large subunit pseudouridine synthase E
gene:Smp_214000	0	1	2.26171261295882	2.26262618597576	1405.2572388723	621.067952506003	serine/threonine-protein phosphatase	Calcineurin, serine/threonine phosphatase 2B
gene:Smp_214020	0	1	0.339643020812498	0.338427024444927	82.639544033309	244.206738213702	Myosin-VIIa	SAM-dependent methyltransferase
gene:Smp_214070	3.33066907387547e-16	1	0.411523847350535	0.411207054704479	343.503069818999	835.367374704503	LEM domain-containing protein 2	Emerin
gene:Smp_214170	0	1	0.454692713270679	0.454551301041753	788.243976778105	1734.12644394277	Protein KRI1 homolog	Chitinase A
gene:Smp_214180	0	1	11.7200919023596	11.743803722462	2387.64367399166	203.301782997945	calpain	Calpain-2 catalytic subunit
