	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_149200.1	0	1	2.20777249967228	2.20842632219136	2147.12945616638	972.238625453727	Dynactin subunit 1	Dynactin 1
transcript:Smp_149220.1	0.000666851179640493	0.99933314882036	2.04717243285502	2.05002680690204	395.829320582205	193.079826557141	G/T mismatch-specific thymine DNA glycosylase	TDG, G/T mismatch-specific thymine DNA glycosylase
transcript:Smp_149300.2	0.000244489570289219	0.999755510429711	2.29482736887729	2.30962453032886	106.361900162241	46.0459276044298	Protein SWAP	Splicing factor 4
transcript:Smp_149300.3	9.90675370556859e-05	0.999900932462944	3.37772046192057	3.41324633187606	120.226349267568	35.2163908246789	Protein SWAP	SFRS8 protein, splicing factor, arginine/serine-rich 8
transcript:Smp_149320.2	1.22966337112729e-09	0.999999998770337	3.39982447682995	3.46317786567643	69.0356783160318	19.9270869744646	Tricarboxylate transport protein, mitochondrial	Mitochondrial uncoupling protein 2
transcript:Smp_149330.1	6.62954025010265e-10	0.999999999337046	2.70493901391209	2.72080277315319	153.894697594873	56.555914704839	Protocadherin-1	EP-cadherin, C-cadherin
transcript:Smp_149420.2	4.85193097231607e-05	0.999951480690277	2.52773165888611	2.54358713709039	128.983084945727	50.7030591536496	Hypothetical protein	Chitinase
transcript:Smp_149700.1	1.09236564238557e-09	0.999999998907634	2.04561881143844	2.04725885568791	686.967726170044	335.549777534438	Heterogeneous nuclear ribonucleoprotein L	U4/U6 snRNA-associated-splicing factor PRP24
transcript:Smp_149820.1	0	1	0.0122019179413193	0.000230268086445881	0	43.4176419036047	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Beta-1,3-N-acetylglucosaminyltransferase manic FR
transcript:Smp_150030.1	0.0259678436460052	0.974032156353995	0.151825812273775	0.13224664976363	3.00528033148452	22.7904288719136	Hypothetical protein	Putative excisionase
transcript:Smp_150030.2	5.33090663135116e-06	0.999994669093369	0.49070099125839	0.488562590196818	61.2329292278526	125.343292406569	Hypothetical protein	Putative excisionase
transcript:Smp_150090.2	0.00425542425842318	0.995744575741577	0.443077215683973	0.435966326066947	17.9611583126118	41.211436698421	Monocarboxylate transporter 14	Glycerol-3-phosphate transporter
transcript:Smp_150140.1	0.000310681035943672	0.999689318964056	2.38379217644285	2.38632989572318	684.862691194354	286.988328446454	RNA-binding motif, single-stranded-interacting protein 3	Cugbp ELAV-like family member 1
transcript:Smp_150160.2	0.00490553525253123	0.995094464747469	2.199802519314	2.21633388500738	84.651956069727	38.1890983589754	Geranylgeranyl transferase type-2 subunit beta	Geranylgeranyltransferase type I beta subunit
transcript:Smp_150210.1	0	1	2.15909087712575	2.15953027080917	2998.28975995734	1388.39367300519	E3 ubiquitin-protein ligase AMFR	E3 ubiquitin-protein ligase RBX1
transcript:Smp_150220.1	0	1	0.340817826053942	0.340640121771637	665.041742695908	1952.34880975217	Receptor-type tyrosine-protein phosphatase N2	Receptor-type tyrosine-protein phosphatase
transcript:Smp_150220.2	0	1	2.48437426404362	2.48493651367117	3452.87101399148	1389.51484097483	Receptor-type tyrosine-protein phosphatase N2	Receptor-type tyrosine-protein phosphatase
transcript:Smp_150320.1	0	1	2.06198706487441	2.06266108008518	1710.51520960789	829.270789812183	Tetratricopeptide repeat protein 14	SGTA protein
transcript:Smp_150320.3	9.2370555648813e-14	0.999999999999908	6.05364593369725	6.46916868575445	41.4005075919857	6.39121004777236	Tetratricopeptide repeat protein 14	SGTA protein
transcript:Smp_150320.4	0.00130793186065614	0.998692068139344	3.55034238142154	3.65492013173719	46.9025629020495	12.8254550061678	Tetratricopeptide repeat protein 14	SGTA protein
transcript:Smp_150360.2	0	1	2.49775977997634	2.49863661092574	2246.36091902323	899.028663405703	E3 ubiquitin-protein ligase UBR5	E3 ubiquitin-protein ligase HUWE1
transcript:Smp_150510.1	0	1	2.6924651117545	2.70223306670833	246.418513056909	91.1843962543137	WD repeat domain phosphoinositide-interacting protein 2	KMHSV2
transcript:Smp_150560.1	0	1	3.27278372991041	3.28095240700577	480.451274640715	146.429574562189	Lysine-specific histone demethylase 1A	Lysine-specific histone demethylase 1
transcript:Smp_150560.2	0	1	0.0587542065680924	0.0574667117059995	22.101895154993	384.7674563493	Lysine-specific histone demethylase 1A	Lysine-specific histone demethylase 1
transcript:Smp_150590.1	8.76515963244007e-06	0.999991234840368	0.39426342256072	0.387908940334708	19.4519115670755	50.1613405993755	Dual-specificity RNA methyltransferase RlmN	CS6 fimbrial subunit A
transcript:Smp_150660.1	0.00165599998283572	0.998344000017164	2.70011079040615	2.70207258776058	1232.44810869384	456.105840217038	Phosphatidylinositol 4-kinase alpha	Phosphatidylinositol 4,5-bisphosphate 3-kinase Ca subunit alpha isoform
transcript:Smp_150750.1	0.000322463210278845	0.999677536789721	3.6723752033274	3.6784165306044	856.392746041437	232.808317043807	Centriolin	U2A', U2A'
transcript:Smp_150850.1	0	1	4.54721306009429	4.56202217929039	575.121976039237	126.059526502981	Histone-lysine N-methyltransferase eggless	Histone-lysine N-methyltransferase setdb1
transcript:Smp_150850.2	0	1	0.0986877189531826	0.0975557284849304	40.872492964413	419.058091636753	Histone-lysine N-methyltransferase eggless	Histone-lysine N-methyltransferase, H3 lysine-9 specific 5
transcript:Smp_151010.2	0	1	0.227996719406144	0.226880939044358	82.6110136988041	364.150224507228	Monocarboxylate transporter 12	Glycerol-3-phosphate transporter
transcript:Smp_151040.1	1.67815306538754e-05	0.999983218469346	0.269344501091376	0.268447538656367	115.083263311356	428.726519200066	Cyclin-dependent kinase 5 activator 1	Cyclin-dependent kinase 5 activator 1
transcript:Smp_151100.1	1.1458416980914e-05	0.999988541583019	2.15521811254716	2.1563745082491	1133.78303694348	525.776700133126	cGMP-dependent protein kinase, isozyme 1	CGMP-dependent protein kinase, putative
transcript:Smp_151140.1	0	1	2.39261334381813	2.39333175624868	2441.79901592204	1020.24513577329	Rho-associated protein kinase 2	RHO-associated protein kinase 1
transcript:Smp_151310.1	0.00161912454806223	0.998380875451938	4.09921816106228	4.12104500498342	307.968669468802	74.7231487757049	Netrin-A	Netrin-1
transcript:Smp_151310.2	3.46917328197804e-07	0.999999653082672	0.283960357742036	0.280094145311959	27.2928171656366	97.4672862004227	Netrin-1	Netrin-1
transcript:Smp_151420.1	0	1	3.94823832614324	3.9629605539291	417.686541923425	105.390126052049	phospholipase D	Phospholipase D
transcript:Smp_151420.2	0	1	0.0013861645506165	2.58809262663784e-05	0	386.374934490961	Phospholipase D1	Phospholipase D
transcript:Smp_151490.3	0	1	30.6666418420474	33.506718502066	184.203858141142	5.48781853838608	LIM and SH3 domain protein Lasp	PR domain zinc finger protein 4
transcript:Smp_151490.5	0.0104737841670987	0.989526215832901	2.23020983793207	2.2845899700899	27.1919024275743	11.8966890705573	LIM zinc-binding domain-containing Nebulette	Sorbin and SH3 domain-containing protein 1
transcript:Smp_151570.1	3.8032664349541e-05	0.99996196733565	0.365870709019399	0.358853647301776	17.0583664370301	47.5535863404688	Tetratricopeptide repeat protein 29	Response regulator aspartate phosphatase I
transcript:Smp_151600.1	0	1	0.267921938617872	0.267752477196817	608.786464280799	2273.71859685362	neuronal calcium sensor 2	Neurocalcin delta
transcript:Smp_151660.1	5.34629895909688e-10	0.99999999946537	0.291714350583973	0.286150478838858	19.1624619669443	66.9913275698241	Carboxylesterase 1C	Thylakoid soluble phosphoprotein
transcript:Smp_151690.1	1.26176912235154e-05	0.999987382308776	0.373364148585898	0.372300776883557	115.461858943639	310.147448260588	RutC family protein HP_0944	UPF0076 protein PH0854
transcript:Smp_151820.2	0.023392811989335	0.976607188010665	3.14693457466475	3.31056006762185	22.852377418544	6.89589415432879	Microtubule-associated protein 9	Leucine-rich immune molecule 1
transcript:Smp_151920.1	4.19753887204166e-09	0.999999995802461	0.339777925143896	0.334479675080102	21.9271092127193	65.5757764973782	Paladin	Phytase
transcript:Smp_152200.1	0	1	0.0638157180253418	0.0587152314068762	5.66221371047867	96.5954901695303	M-phase inducer phosphatase 3	Protein (M-phase inducer phosphatase 2 (CDC25B))
transcript:Smp_152210.1	7.45152476880895e-05	0.999925484752312	2.64851149702918	2.70457023328894	41.849980014813	15.4674978662353	Protein odd-skipped-related 2	Zinc finger protein GFI-1
transcript:Smp_152290.1	1.25319300404714e-05	0.99998746806996	0.48765498474157	0.486051237377114	81.7160837269464	168.132939349288	Arrestin red cell isoform 2	CONE arrestin
transcript:Smp_152290.2	0	1	0.155288939141079	0.151840741778672	19.5674650814033	128.924203376983	Arrestin red cell isoform 2	CONE arrestin
transcript:Smp_152310.1	3.72146824467734e-09	0.999999996278532	0.0539476444547483	0.0450228399389043	2.50189464766745	55.7815638168555	Hypothetical protein	Golgi to ER traffic protein 1
transcript:Smp_152430.1	0	1	2.10108215187734	2.10175785928275	1802.57519616515	857.645979828379	Hypothetical protein	Intron 3 (I-PPO) encoded endonuclease
transcript:Smp_152440.1	2.3365753776261e-12	0.999999999997663	0.270357809540222	0.268371151654849	51.8669886890925	193.293148901083	HIV Tat-specific factor 1	HIV TAT specific factor 1 variant
transcript:Smp_152440.4	0.0270367131488455	0.972963286851155	3.86166847403317	4.18857905345708	19.2878593102913	4.59725679615945	HIV Tat-specific factor 1 homolog	RNA-binding protein FUS
transcript:Smp_152580.1	0.000150451117860717	0.999849548882139	0.480586454429683	0.480390994616463	671.887035594581	1398.63619263109	MEG-5	Amyloid beta A4 precursor protein-binding family 1-interacting protein
transcript:Smp_152630.1	0	1	0.37469756129603	0.374323663564528	329.475760724663	880.206221403446	MEG-12	Protein (canavalin)
transcript:Smp_152750.1	0	1	0.196879012096766	0.196504602890192	221.83991130744	1128.97073655512	Receptor-type tyrosine-protein phosphatase zeta	Protein tyrosine phosphatase, receptor type, G VA (fragment)
transcript:Smp_152750.3	0	1	7.45258201604192	7.46395907006315	2228.0405403623	298.497872222756	Receptor-type tyrosine-protein phosphatase zeta	Protein tyrosine phosphatase, receptor type, G VA (fragment)
transcript:Smp_152800.2	0.0378327528107149	0.962167247189285	2.86417304456782	2.87477747721569	265.973744141725	92.513246146807	chromosome region maintenance protein 5/exportin, putative	Exportin-5
transcript:Smp_152830.1	9.99517661277594e-05	0.999900048233872	13.2993584554085	14.2085865968351	101.150867267747	7.10969952664256	Sodium/calcium exchanger 1	Na/Ca exchange protein
transcript:Smp_153090.1	2.33131292048938e-11	0.999999999976687	0.0577678203258305	0.0536765397154193	6.49631748495111	121.203429916424	Cadherin-related tumor suppressor	T-plasminogen activator F1-G
transcript:Smp_153140.1	0	1	3.89758926837861	3.91358904280916	373.025582617616	95.3080261231138	Dynein heavy chain 5, axonemal	Dynein heavy chain, cytoplasmic
transcript:Smp_153170.1	0.00113847023107438	0.998861529768926	0.321861268718233	0.32183027774374	3706.4753894428	11516.8846049076	Calcium/calmodulin-dependent protein kinase type 1	Titin
transcript:Smp_153210.1	0.0193503492924597	0.98064965070754	3.71543452282407	3.90902707491453	28.8483465344223	7.37248827172764	FMRFamide receptor	Neurotensin receptor type 1, lysozyme chimera
transcript:Smp_153480.3	0	1	0.06150941306071	0.0611670078848357	88.2286616301737	1442.57587564571	Solute carrier family 12 member 9	Na-K-CL cotransporter
transcript:Smp_153560.2	0.00392076126714036	0.99607923873286	2.50895878007734	2.54241522452636	60.3426227062535	23.7283029034908	Hypothetical protein	Protein SOPB
transcript:Smp_153580.1	7.65871180252731e-07	0.99999923412882	0.18690164520211	0.178598892701924	9.19559422986564	51.5334003570756	Neuropeptide F	Neuropeptide F
transcript:Smp_153720.1	1.65635332438629e-06	0.999998343646676	3.2756689837721	3.28128970500823	699.209763618354	213.082968460278	Protein virilizer	Receptor based peptide NR'S
transcript:Smp_153770.3	0.0201526711300059	0.979847328869994	0.378492974698071	0.373153509751604	22.8506149560724	61.2532987729097	DNA repair endonuclease XPF	Fanconi anemia group M protein
transcript:Smp_153840.1	0	1	2.01916230328806	2.01972620390069	1921.24654905281	951.236037874984	Neurobeachin	Lipopolysaccharide-responsive and beige-like anchor protein, CDC4-like protein
transcript:Smp_153870.2	9.30377374939173e-05	0.999906962262506	4.83600042506488	5.19605217297409	29.1266288470778	5.59745502106857	Serine/threonine-protein kinase ULK4	Titin
transcript:Smp_153920.1	0	1	2.9553850850214	2.96362382614941	370.198677808148	124.907566980542	Cyclin G	Cyclin homolog, V-cyclin
transcript:Smp_153930.1	1.46906941977942e-06	0.99999853093058	0.325214521735884	0.324364463297832	135.509655329711	417.790562835628	Leishmanolysin-like peptidase	Leishmanolysin
transcript:Smp_153990.4	3.04116346678818e-05	0.999969588365332	6.85008605481035	6.87567202092685	827.413139113049	120.330693476172	LIM domain-containing protein 2	Eplin protein
transcript:Smp_154160.1	0.00207363645458403	0.997926363545416	0.138742432914127	0.136508722171931	27.6924764833532	202.925578346871	ER lumen protein-retaining receptor 2	Agrin
transcript:Smp_154250.2	0	1	0.0596734787231398	0.0585129706608677	24.9436883294534	426.454218917907	Hypothetical protein	GTP-binding protein YPT31/YPT8
transcript:Smp_154250.3	0.00044916001236428	0.999550839987636	11.8190391295668	12.7093724698976	81.2753421413828	6.38570067947171	RING finger protein unkempt homolog	Tristetraproline
transcript:Smp_154250.5	0	1	25.7319826908621	29.5888794784206	99.8522877961264	3.36499390164324	RING finger protein unkempt homolog	Tristetraproline
transcript:Smp_154270.2	0	1	3.80141979656102	3.81741573820955	351.866219560553	92.1665518066394	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase	Bifunctional 3'-phosphoadenosine 5'-phosphosulfat synthetase 1
transcript:Smp_154420.1	0	1	2.36443311438349	2.36462444474041	8875.28137711906	3753.35193316457	Clathrin heavy chain 1	Clathrin heavy chain
transcript:Smp_154520.2	0.010082929060431	0.989917070939569	10.9529334110639	17.5908775128089	13.8721613496818	0.779168211737784	Protein FAM60A	Cyclin-T1, protein TAT
transcript:Smp_154560.1	0	1	0.372838490217992	0.371607847534561	99.6645710407448	268.215151061899	Patj homolog	INAD-like protein
transcript:Smp_154610.2	5.73762156674817e-08	0.999999942623784	2.34474869152335	2.34998307701684	317.744885888087	135.205818784303	Pentatricopeptide repeat-containing protein At3g02650, mitochondrial	Pentatricopeptide repeat-containing protein AT3G4
transcript:Smp_154640.1	0	1	2.35257558515684	2.35501432610448	687.440611405136	291.899311881884	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SWI/SNF-related matrix-associated actin- dependent regulator of chromatin subfamily...
transcript:Smp_154640.2	0.000225833850963419	0.999774166149037	5.75024748307156	6.04883089564201	50.6393735358725	8.36341536070446	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	SWI/SNF-related matrix-associated actin- dependent regulator of chromatin subfamily...
transcript:Smp_154730.1	0	1	34.0197399814038	36.5263480007455	253.237724849576	6.92328894649986	RNA-binding protein Musashi homolog 2	Heterogeneous nuclear ribonucleoprotein A1
transcript:Smp_154760.4	0	1	9.21123310024792	9.2212172546624	3991.50183921394	432.851706755229	Tenascin-X	LDL receptor, low-density lipoprotein receptor
transcript:Smp_154830.1	0.000182451417094387	0.999817548582906	0.280668575116161	0.278467381297725	47.8857695202145	171.987773301163	Synaptonemal complex protein 2	FAS-associated factor 1
transcript:Smp_154970.1	0	1	0.416768083371267	0.416571893148353	651.777400735102	1564.63565049996	Ribonuclease R (Fragment)	Alpha-conotoxin MII
transcript:Smp_155020.1	1.11022302462516e-16	1	2.77791366098964	2.7807101351816	930.47129407422	334.610024684253	Tetratricopeptide repeat protein 12 (Fragment)	AH receptor-interacting protein
transcript:Smp_155020.2	0.000275255543344732	0.999724744456655	2.88838476482241	2.92683520550552	75.6453269191339	25.8388509284098	Tetratricopeptide repeat protein 12 (Fragment)	AH receptor-interacting protein
transcript:Smp_155050.1	0	1	2.08538670696443	2.08576215546102	3173.58123222914	1521.53991590001	Agrin	Follistatin
transcript:Smp_155290.1	0.00484885930390977	0.99515114069609	4.06374552495643	4.47603781581143	17.49625693586	3.90110568235592	Sperm surface protein Sp17	CAMP-dependent protein kinase type II-alpha regul subunit
transcript:Smp_155290.4	0.00156254601137584	0.998437453988624	3.47580950315767	3.53149702725632	82.6261807547549	23.3897593986243	Sperm surface protein Sp17	CAMP-dependent protein kinase type II-alpha regul subunit
transcript:Smp_155310.1	0	1	0.0746126400904003	0.0683708814795088	5.32506664277683	78.0212689748747	Tetraspanin-6	CD81 antigen
transcript:Smp_155320.1	0.000469705803245013	0.999530294196755	0.471985443190478	0.471517997097441	280.316858986904	594.509956210649	Tetraspanin-5	CD63-like protein SM-TSP-2
transcript:Smp_155330.1	7.57348476043695e-07	0.999999242651524	2.24983645662508	2.25170094042769	794.423150819405	352.804681806061	Cyclin-dependent kinase 14	Cell division protein kinase 16
transcript:Smp_155370.1	0	1	0.027394609217339	0.025798021551508	8.26146391349243	320.613963236008	Hypothetical protein	Protein TEN1
transcript:Smp_155370.2	0	1	3.60282440748449	3.61149075692784	570.873192860553	158.064111574408	MKL/myocardin-like protein 2	MKL/myocardin-like protein 1
transcript:Smp_155370.3	0.00328092907290267	0.996719070927097	3.76960626484377	3.84863952866695	70.9751374094273	18.4342156457335	MKL/myocardin-like protein 2	MKL/myocardin-like protein 1
transcript:Smp_155740.3	0	1	0.004993023061842	9.35557876596266e-05	0	106.878095864062	Heat shock protein 75 kDa, mitochondrial	TRAP1 protein, TNF receptor-associated protein 1
transcript:Smp_155840.1	8.74667005490437e-12	0.999999999991253	0.22794566135586	0.224449227935121	26.0751174539088	116.208343426198	Centrobin	Smooth muscle myosin heavy chain
transcript:Smp_155850.1	2.14717132962505e-13	0.999999999999785	3.49687881928971	3.52270939318907	179.212405886018	50.8662960216172	Cilia- and flagella-associated protein 46	Spartin
transcript:Smp_155860.1	1.60486172129382e-08	0.999999983951383	0.266966498578981	0.25595212254696	8.95550454788136	35.0180531322277	Nucleolar protein 4-like	Hypothetical protein AF_1782
transcript:Smp_155900.1	2.41606487738633e-06	0.999997583935123	0.0175709317657411	0.0135785541865014	1.74863293150918	129.505477668267	Membrane-bound alkaline phosphatase	Alkaline phosphatase
transcript:Smp_156140.1	5.45445800037569e-05	0.999945455419996	2.32582315698681	2.33559878619256	166.711341641022	71.3726975020856	E3 ubiquitin-protein ligase TRIM9	SET1/ASH2 histone methyltransferase complex subun
transcript:Smp_156160.1	5.44633704802067e-09	0.999999994553663	6.39513241693712	6.60103032005243	91.0261720328983	13.7812064661105	WD repeat-containing protein 7	Coatomer subunit alpha
transcript:Smp_156160.2	0	1	5.37375815581503	5.39139260827077	703.784421795698	130.530376658162	WD repeat-containing protein 7	26S proteasome regulatory subunit RPN14
transcript:Smp_156160.4	0	1	0.00208262631990595	3.89111185993604e-05	0	256.985952826819	WD repeat-containing protein 7	P55CDC, cell division cycle protein 20 homolog
transcript:Smp_156170.1	0	1	2.07363356666367	2.07431446236349	1721.47071001706	829.893440993025	Trithorax group protein osa	BAF250B subunit, HBAF250B
transcript:Smp_156230.1	0	1	0.46924321223951	0.469157509702442	1529.21935596725	3259.5122805602	PC-esterase domain-containing protein 1A	ATP-dependent DNA helicase II, 80 kDa subunit
transcript:Smp_156250.1	2.22044604925031e-15	0.999999999999998	0.13482615427648	0.121279569560562	4.06674256182372	33.6044214280704	Next to BRCA1 gene 1 protein	UPF0434 protein NMA0874
transcript:Smp_156370.1	2.22044604925031e-16	1	0.370117016649929	0.368767352549101	90.5713357022989	245.622741282969	Cilia- and flagella-associated protein 58	Smooth muscle myosin heavy chain
transcript:Smp_156480.1	2.10553796620161e-12	0.999999999997894	2.99015668767571	3.00842505393694	172.485922116701	57.3276165349263	Hypothetical protein	UV endonuclease, UVDE
transcript:Smp_156480.3	0	1	0.0532183118729213	0.0458654075624247	3.09833821674036	67.7608622235566	Uncharacterized protein ORF246	SH3-containing GRB2-like protein 3
transcript:Smp_156480.5	8.99033625323398e-10	0.999999999100966	7.68761702049967	8.21485220813054	54.8327012068137	6.66604234590294	Hypothetical protein	UV endonuclease, UVDE
transcript:Smp_156500.2	0.000205904729939976	0.99979409527006	22.8276186961365	40.4680459776384	26.3449118918659	0.641252395690887	Hypothetical protein	SOS-1, SON of sevenless homolog 1
transcript:Smp_156670.1	0	1	2.24020207434119	2.24110524556108	1619.69786514124	722.717265196209	DNA-directed RNA polymerase II subunit RPB1	DNA-directed RNA polymerase II subunit RPB1
transcript:Smp_156720.2	3.13448955854279e-05	0.999968655104415	0.083151154748318	0.0711649267209699	2.85505714737536	40.2493985462663	Cilia- and flagella-associated protein 70	Cell division cycle protein 16 homolog
transcript:Smp_156850.1	0	1	0.226655066702174	0.226223447059059	213.324814465599	943.016981681104	Translationally-controlled tumor protein homolog	Transcriptional regulator (NTRC family)
transcript:Smp_156910.3	0	1	0.441071388936088	0.440979614011059	1413.51303941215	3205.40583896597	Mediator of RNA polymerase II transcription subunit 10	ERP31, ERP28, endoplasmic reticulum protein ERP29
transcript:Smp_156910.4	0	1	5.99084771546313	5.99587801766129	3131.00470050769	522.184529522625	Hypothetical protein	ERP31, ERP28, endoplasmic reticulum protein ERP29
transcript:Smp_156910.5	0.00156585355010863	0.998434146449891	2.20491701760415	2.20756972414532	527.747525489044	239.057205767813	Hypothetical protein	ERP31, ERP28, endoplasmic reticulum protein ERP29
transcript:Smp_156910.6	0	1	12.6607642143973	12.6905826942532	2612.00191371311	205.812851215171	Hypothetical protein	ERP31, ERP28, endoplasmic reticulum protein ERP29
transcript:Smp_157050.1	0	1	0.278651218777957	0.278178343390534	223.333842865896	802.870052212922	Type-1 angiotensin II receptor	P2Y purinoceptor 12, soluble cytochrome B562
transcript:Smp_157100.1	0.0165842047291908	0.983415795270809	3.43774809897904	3.79326681510382	13.6796336110696	3.59892979016423	Sphingosine kinase 1	SK 1, SPK 1, sphingosine kinase 1
transcript:Smp_157150.1	3.28224752161876e-05	0.999967177524784	2.09022970457268	2.09207972571983	648.880811360923	310.155431739297	AT-rich interactive domain-containing protein 2	Histone demethylase jarid1A
transcript:Smp_157150.2	0.0013368581052231	0.998663141894777	39.528392147963	524.624459196971	21.9207630289659	0.0318027841525626	AT-rich interactive domain-containing protein 2	Histone demethylase jarid1A
transcript:Smp_157150.3	2.46802578374172e-12	0.999999999997532	0.0182214753619186	0.000345934274230533	0	28.8972252879341	AT-rich interactive domain-containing protein 2	Histone demethylase jarid1A
transcript:Smp_157200.1	0.0470630301764481	0.952936969823552	0.404264681238432	0.400769163937866	35.939120245857	89.6903149958672	Progesterone-induced-blocking factor 1	Smooth muscle myosin heavy chain
transcript:Smp_157240.1	3.61161101025687e-11	0.999999999963884	2.83752949537877	2.84352927529133	458.35218266323	161.184817526986	Cyclin-dependent kinase-like 1	Cyclin-dependent kinase-like 1
transcript:Smp_157320.1	0	1	0.481812526021925	0.481635976557857	744.021808218791	1544.79114533017	Breast cancer metastasis-suppressor 1-like protein	Breast cancer metastasis-suppressor 1
transcript:Smp_157410.1	0	1	6.88783842188656	6.89106584694723	6616.64044714048	960.168090602876	Cytoplasmic dynein 1 heavy chain 1	Dynein heavy chain, cytoplasmic
transcript:Smp_157410.4	2.66453525910038e-14	0.999999999999973	15.815922727871	15.9390607273095	1009.3623682369	63.3169667206594	Cytoplasmic dynein 1 heavy chain 1	Dynein heavy chain, cytoplasmic
transcript:Smp_157470.1	5.72883064320351e-08	0.999999942711694	0.253973899306677	0.252284911402756	58.6403807132686	232.466767584555	Tetratricopeptide repeat protein 23-like	KLC 1, kinesin light chain 1
transcript:Smp_157510.1	0	1	2.22441546626739	2.22518932841498	1853.02766380602	832.745056005032	ATP-dependent RNA helicase DHX8	PRE-mRNA-splicing factor ATP-dependent RNA helica
transcript:Smp_157620.1	0	1	2.15821311547666	2.15938075356589	1127.34715838915	522.064282882946	Immunoglobulin superfamily DCC subclass member 4	Four-domain fibronectin fragment
transcript:Smp_157640.1	1.04683393620242e-07	0.999999895316606	0.330246467978914	0.326830565016462	33.7175059858614	103.185690966549	FMRFamide receptor	Proteinase-activated receptor 1, lysozyme
transcript:Smp_157730.1	1.18793863634892e-14	0.999999999999988	0.0766039909093071	0.0636898307975753	2.38686733839018	37.6234386255181	Ribosome-recycling factor	Anti-VSG immunoglobulin heavy chain variable domain caban33
transcript:Smp_157860.1	4.0230192975832e-06	0.999995976980702	2.81159824767324	2.81570198397124	654.206071389085	232.335637114048	Hypothetical protein	Transposase
transcript:Smp_157870.1	0.0266477205391431	0.973352279460857	3.41036464242523	3.47661418279593	66.5645825146639	19.1392581616071	Hypothetical protein	Transposase
transcript:Smp_158230.2	2.32036612146658e-14	0.999999999999977	8.7672857278751	9.35796055014799	64.7570487303158	6.91106451862437	EF-hand calcium-binding domain-containing protein 5	Protein DPY-30 homolog
transcript:Smp_158240.1	0.000218581314557986	0.999781418685442	0.370917339522603	0.369440832751719	82.8355607941508	224.235815431633	Fumarate hydratase class II	Fumarase, YFUM
transcript:Smp_158240.2	0	1	2.63524014058961	2.63747535600644	1015.54311147562	385.037431500301	Fumarate hydratase, mitochondrial	Fumarase, YFUM
transcript:Smp_158240.3	5.28244115116649e-13	0.999999999999472	6.4268521983563	6.85634119446351	45.5874388275799	6.64040398870462	Fumarate hydratase class II	Fumarase, YFUM
transcript:Smp_158310.1	0	1	5.23033098063982	5.23789864392676	1541.05768377479	294.20487289786	Ankyrin repeat and KH domain-containing protein 1	Burrh
transcript:Smp_158320.1	0	1	10.5938551878847	10.6378453950422	1221.06657970654	114.776080673407	Glypican-6	Glypican-1
transcript:Smp_158400.1	0.034485343729254	0.965514656270746	2.06651012987346	2.06942885026291	397.982664731972	192.310052308833	Receptor-type tyrosine-protein phosphatase R	Tyrosine-protein phosphatase, non-receptor type 7
transcript:Smp_158430.2	5.55111512312578e-16	0.999999999999999	0.353894830088799	0.351789306753621	56.8069435084657	161.498443883025	Hypothetical protein	Ribonuclease T2, ribonuclease 6
transcript:Smp_158480.1	6.29162874377087e-06	0.999993708371256	2.44531097100006	2.44671198579589	1328.46535668437	542.95352181895	Mycosubtilin synthase subunit C	PA1221
transcript:Smp_158560.2	0	1	23.5287638121723	23.707565390542	1572.18006126029	66.3059643498234	Serine/threonine-protein kinase MRCK alpha	Serine/threonine-protein kinase MRCK alpha
transcript:Smp_158630.2	0	1	0.149411320216012	0.148800455565488	109.041323530681	732.85955417073	Hypothetical protein	Fibrinogen gamma chain
transcript:Smp_158720.3	0.000349259339358809	0.999650740660641	2.25070739388017	2.25927476461358	173.581830977438	76.8252011434645	SCY1-like protein 2	Cytoplasmic export protein 1
transcript:Smp_158720.4	0.0376212565042183	0.962378743495782	0.447371393439208	0.444694248883145	48.3042373584319	108.635968504818	SCY1-like protein 2	Cytoplasmic export protein 1
transcript:Smp_158730.1	5.31252819513384e-12	0.999999999994687	2.18111063290391	2.18997157129276	153.628979978301	70.1456960794733	Sperm flagellar protein 2	Adenylate kinase
transcript:Smp_158770.2	3.30024896300074e-11	0.999999999966998	2.75211479826892	2.77360175057596	119.027532580183	42.9080334038452	Calcyphosin-2	Calcyphosin, calcyphosine
transcript:Smp_158770.3	1.24965333303528e-07	0.999999875034667	2.76361852063495	2.77731094614808	188.268550157309	67.7816710832961	Calcyphosin-2	Calcineurin subunit B type 1
transcript:Smp_158860.2	3.03330804918289e-10	0.999999999696669	2.66682114878059	2.68318597494164	143.830259122492	53.5980094580925	RNA-binding protein 48	DER P 1 allergen
transcript:Smp_158980.1	0.0330626321530064	0.966937367846994	4.28077372694788	4.86342567231644	14.403233955207	2.95359704585389	Neuronal calcium sensor 2	Neurocalcin delta
