	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_198790	7.50954853856456e-13	0.999999999999249	0.481756615187471	0.480597499330851	105.489170892541	219.506687122656	DNA polymerase epsilon subunit 3	Chrac-14
gene:Smp_198930	7.2787154276055e-06	0.999992721284572	2.08697319773655	2.08767538752787	1586.66476657954	760.009865185269	Hypothetical protein	Afadin, AF-6 protein
gene:Smp_198960	0	1	0.00210460377108515	4.20968667199566e-05	0	237.537370604173	Hypothetical protein	Beta/alpha-barrel protein based on 1THF and 1TMY
gene:Smp_199050	6.7168492989822e-14	0.999999999999933	2.30517686393687	2.30642988025112	1179.53229105169	511.404763202451	Replication protein E1	P27, KIP1, CIP2
gene:Smp_200440	0	1	0.427849149340968	0.427273767442043	208.593313442393	488.209332282525	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	Glutathione S-transferase A4
gene:Smp_200530	0	1	0.359931247111429	0.359710840707082	512.870943274267	1425.80452998775	Negative regulator of the PHO system	50S ribosomal protein L28
gene:Smp_200900	0	1	0.341635802756846	0.340705158588549	118.327359341569	347.320694468522	Hypothetical protein	Zinc finger protein 28 homolog
gene:Smp_201130	0	1	0.256933817010663	0.256613488598322	292.251854846598	1138.90852078001	Tumor protein p53-inducible protein 11	Protein (COPZ)
gene:Smp_201210	1.32027722088424e-12	0.99999999999868	0.440406696875969	0.439828730700962	209.070871085561	475.358834483245	Uncharacterized protein MJ0181	Molybdopterin-converting factor subunit 2
gene:Smp_201440	0	1	0.421160932638434	0.42101154684925	800.935888100028	1902.42211639708	Homoserine O-succinyltransferase	Optineurin
gene:Smp_201600	6.43929354282591e-15	0.999999999999994	0.491567044326402	0.491246146246127	382.133388315702	777.896129617226	Putative beta-lactamase HcpD	CUTA, divalent cation tolerance protein
gene:Smp_201970	3.67756936014985e-10	0.999999999632243	3.86923822347059	3.87083366580624	3417.82131821742	882.960340061236	Stress-activated protein kinase JNK-1	Putative tagatose-6-phosphate ketose/aldose isome
gene:Smp_202970	4.43360681501304e-10	0.999999999556639	0.0592886708310377	0.0399596887377057	0.944838906894168	23.8850536667516	Actin, cytoplasmic	Actin-like protein ARP8
gene:Smp_203090	3.83026943495679e-14	0.999999999999962	0.164406289077924	0.160730116543712	17.927303474762	111.588895468254	3-deoxy-manno-octulosonate cytidylyltransferase	MINE, cell division topological specificity factor
gene:Smp_203190	0	1	0.393573290645017	0.39345585622026	997.551155631858	2535.37266075119	Chorion peroxidase	Putative nucleotidyltransferase
gene:Smp_203270	0.00739192169668723	0.992608078303313	9.86351259191183	13.0392975400148	17.8577388010695	1.36029918569136	Twist-related protein	DNA-binding protein inhibitor ID-3
gene:Smp_203580	0.0175217899759986	0.982478210024001	4.08124893664036	4.19739842507949	54.6601543765065	13.014771260658	Toxin Td11 (Fragment)	Single-stranded DNA-binding protein
gene:Smp_204020	3.54318796524922e-11	0.999999999964568	0.223463060485877	0.219250669194618	19.8342623853508	90.499472368981	Cholecystokinin receptor type A	Adenosine receptor A2A/soluble cytochrome B562 CH
gene:Smp_204120	2.09985617782849e-09	0.999999997900144	8.22401965003729	8.32137881264942	303.140299176434	36.4202967094362	Hypothetical protein	AFV1-102
gene:Smp_204750	0	1	2.60052602134977	2.60193920441816	1446.83523502629	556.054197260837	Roundabout homolog 2	Titin
gene:Smp_205270	2.64530159999055e-07	0.99999973546984	0.466778169578947	0.466479443627399	408.806201105513	876.376316032515	E3 ubiquitin-protein ligase RNF6	Ring finger protein 38
gene:Smp_205760	0	1	0.49685263312481	0.496801463799209	2398.43076783477	4827.75509854274	Guanine nucleotide-binding protein subunit gamma	G gamma-I, guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-2
gene:Smp_208050	0	1	0.467559656439276	0.467191109582349	331.375447344591	709.304540768632	Histidine triad nucleotide-binding protein 3	Scavenger mRNA-decapping enzyme DCPS
gene:Smp_210390	0.0199172072505217	0.980082792749478	3.59326590012414	3.72876896565	35.0267669032762	9.38633622411052	Splicing regulator RBM11	Poly (ADP-ribose) polymerase family, member 10 variant
gene:Smp_210440	1.77635683940025e-15	0.999999999999998	2.82954947367292	2.83292128844612	754.692131258045	266.394200616532	Aldehyde dehydrogenase family 9 member A1-A	ALDH, betaine aldehyde dehydrogenase
gene:Smp_210650	8.63975557763297e-13	0.999999999999136	2.19895531975171	2.20039913720085	897.114667893843	407.699970762433	Histone-lysine N-methyltransferase SETD2	Histone-lysine N-methyltransferase SETD2
gene:Smp_210830	0	1	0.48780743661548	0.48712061170957	178.344618259976	366.130569650776	U6 snRNA-associated Sm-like protein LSm7	U6 snRNA-associated SM-like protein LSM7
gene:Smp_210900	0	1	0.49220435969755	0.492094615826843	1117.92853646156	2271.78591181493	Mth938 domain-containing protein	Hypothetical protein
gene:Smp_210940	0	1	2.11735598556457	2.11900346579418	705.598225526143	332.980595304047	DNA polymerase epsilon catalytic subunit A	DNA polymerase epsilon catalytic subunit A
gene:Smp_211150	0	1	2.72137375848799	2.72348016382311	1092.73308801642	401.220419274461	MAGUK p55 subfamily member 6	Disks large homolog 4
gene:Smp_212080	0	1	2.41715129237279	2.41857335989878	1183.34726834108	489.269046880185	Protein MON2 homolog	Dihydropteridine reductase
gene:Smp_212180	0.000513384999469069	0.999486615000531	2.3319741066306	2.3355318747031	429.293636531519	183.804077290678	Alcohol dehydrogenase [acceptor]	ARYL-alcohol oxidase
gene:Smp_212250	0.00110938404034355	0.998890615959656	0.484377555524867	0.480108648619567	28.4618232189327	59.2928750904538	Sepiapterin reductase	Sepiapterin reductase
gene:Smp_212710	0	1	4.08650918852762	4.08751971552	6129.70292783973	1499.60672467675	gynecophoral canal protein	Fasciclin I, FAS I, FCN
gene:Smp_212750	7.43405337289005e-13	0.999999999999257	0.433805238372564	0.43103568496528	43.254326626501	100.362957821313	Hypothetical protein	Neurotensin receptor type 1, lysozyme chimera
gene:Smp_212850	0	1	0.357730450426765	0.357329718850754	281.175890866921	786.898773698624	Probable U6 snRNA-associated Sm-like protein LSm2	Small nuclear ribonucleoprotein SM D1
gene:Smp_213110	0	1	2.49990446762713	2.50228859605064	772.905416181636	308.873402738408	Zinc finger MYND domain-containing protein 11	Protein kinase C-binding protein 1
gene:Smp_213180	0	1	2.08934422692907	2.09225681079035	384.19437622627	183.621557199298	Allene oxide synthase-lipoxygenase protein	Arachidonate 15-lipoxygenase B
gene:Smp_213360	3.80697000709196e-05	0.999961930299929	0.393135317275501	0.38904248903373	28.3121356859272	72.7895951194722	Cytochrome c oxidase copper chaperone	HCG2020266, COX17 cytochrome C oxidase assembly homolog (S. C pseudogene (COX17)
gene:Smp_213480	3.42725847701786e-13	0.999999999999657	0.334526318875376	0.329986389583941	23.7386235081645	71.9584940282163	MutS protein homolog 4	DNA mismatch repair protein MSH2
gene:Smp_213610	0	1	2.04810466189437	2.04896467228548	1226.00573525252	598.348650022496	Hypothetical protein	Heat resistant RNA dependent ATPase
gene:Smp_213650	0	1	0.471762250217456	0.471176221424087	208.513239936757	442.548920538295	Peptide deformylase	Fusion of general control protein GCN4 and WSPR R regulator protein
gene:Smp_213740	0	1	3.86548272951949	3.89262454553375	201.762525316456	51.8245714970026	Lens fiber membrane intrinsic protein	Claudin-15
gene:Smp_213980	2.42344155654273e-06	0.999997576558443	2.27474224063821	2.27945583519929	302.654827503209	132.769421662603	RNA-binding protein Nova-1	Neuro-oncological ventral antigen 1
gene:Smp_214020	0	1	0.388156118260007	0.387326603608154	140.256676666737	362.130569121972	Myosin-VIIa	SAM-dependent methyltransferase
gene:Smp_214260	0.000483883908638072	0.999516116091362	0.403115311196255	0.398248683324525	23.9715510138606	60.2075274345315	Transmembrane 9 superfamily member 4	Death domain-associated protein 6
gene:Smp_214380	1.44435441384871e-09	0.999999998555646	0.189192120771824	0.187135168824254	36.2067810106176	193.522734857712	Uncharacterized protein ORF54	Uncharacterized protein
gene:Smp_214390	0.00351149275921481	0.996488507240785	5.33494092518272	5.58642458390769	47.2689663655023	8.4531888706946	Labial-like protein	Maltose binding-A1 homeodomain protein chimera
gene:Smp_241400	7.05422037561299e-07	0.999999294577962	2.51129173741233	2.51504093175636	497.745459206143	197.901474489816	Pyruvate kinase PKM	Pyruvate kinase isozymes M1/M2
gene:Smp_241410	1.25450667853855e-07	0.999999874549332	0.398862552015467	0.398107581242702	155.624083251278	390.924738709227	Telomerase reverse transcriptase	Telomerase reverse transcriptase
gene:Smp_241470	0	1	3.37943349627487	3.38114705921754	2305.13468423909	681.754100722831	putative tolloid 1 protein	Cubilin
gene:Smp_241510	0	1	4.43672596989887	4.4635758437203	280.498608485865	62.8339211760019	Serine/threonine-protein kinase Nek1	Serine/threonine-protein kinase NEK1
gene:Smp_241610	1.33457830696626e-05	0.99998665421693	0.0833022770925107	0.082085346458598	30.3489386108177	369.836019059322	P48 eggshell protein	Putative uncharacterized protein PH0242
gene:Smp_241620	0	1	0.0758606536391895	0.0741236767184096	19.3524801770126	261.208561116029	Hypothetical protein	CAF1A usher, F1 capsule-anchoring protein
gene:Smp_241950	2.22044604925031e-16	1	2.12707933387456	2.13195327104921	242.044332760356	113.526415665073	Regulating synaptic membrane exocytosis protein 1	Regulating synaptic membrane exocytosis protein 2
gene:Smp_241980	0	1	2.17470787518818	2.17583729814933	1111.10831000032	510.652406120803	Dedicator of cytokinesis protein 11	Dedicator of cytokinesis protein 9
gene:Smp_242060	2.48689957516035e-14	0.999999999999975	2.43730249086886	2.43988705190124	666.170211375698	273.027315746476	Intron-binding protein aquarius	ATP-dependent helicase NAM7
gene:Smp_242240	7.7715611723761e-15	0.999999999999992	0.460332739904105	0.460302537285725	4038.16805958231	8772.86812358002	Insulin-like growth factor-binding protein-related protein 1	Serine protease HTRA1
gene:Smp_242440	0.00800675459499622	0.991993245405004	3.95975474719066	4.34347506205916	16.4389767081409	3.77705448359193	GATA-binding factor 6-A	Trans-acting T-cell-specific transcription factor
gene:Smp_242500	0	1	0.352834305020363	0.352728483410008	1059.10293620902	3002.61946153378	Coiled-coil domain-containing protein 102A	FTSK, DNA translocase FTSK
gene:Smp_242740	0	1	2.28876313985102	2.28922893063255	3109.7871591773	1358.43743073294	CCR4-NOT transcription complex subunit 1	CCR4-NOT transcription complex subunit 1
gene:Smp_242890	3.90595333854549e-11	0.99999999996094	0.498859956012492	0.497980788354111	139.35721172058	279.854635302912	Putative sphingolipid delta(4)-desaturase/C4-monooxygenase	Matrilysin
gene:Smp_242910	3.10862446895044e-15	0.999999999999997	0.2443694308979	0.237468002312173	12.7554532383263	53.7465192532547	Allatostatin-A receptor	P2Y purinoceptor 12, soluble cytochrome B562
gene:Smp_243170	0.00201536766477306	0.997984632335227	0.46539602547706	0.4644604473943	130.295125761984	280.541608846387	Conserved oligomeric Golgi complex subunit 4	COG4
gene:Smp_243210	0.0024883354503652	0.997511664549635	0.443648459034277	0.438903782940483	25.2581047914852	57.5609432764485	Caspase-7	Caspase-6
gene:Smp_243700	0	1	3.02939640062527	3.03293086268972	854.99113476196	281.895909982963	Dual specificity tyrosine-phosphorylation-regulated kinase 2	DYRK2, dual specificity tyrosine-phosphorylation-regulat 2
gene:Smp_243760	0.0255200879591839	0.974479912040816	0.316999263317586	0.31177951818037	20.0199596742054	64.2339881590224	MEG-28 protein	Uncharacterized protein DUF2179
gene:Smp_243770	1.63413788206723e-05	0.999983658621179	0.409552855375731	0.405155054619566	26.6971384722024	65.9083148962067	MEG-29 protein	Macrophage receptor marco
gene:Smp_243790	0.000778975928527825	0.999221024071472	3.85877168189575	3.86439383249286	964.749351240458	249.643475566725	MEG-31 protein	Parathyroid hormone
gene:Smp_243830	8.3998110300687e-07	0.999999160018897	0.351289677119619	0.345225941689999	18.1232065028507	52.5156196393657	Dopamine beta-hydroxylase	PAM, peptidyl-glycine alpha-amidating monooxygenase
gene:Smp_243840	3.89702532315184e-05	0.999961029746768	0.387689895117778	0.383133227740163	25.267524326601	65.96580814302	Sex peptide receptor	P2Y purinoceptor 12, soluble cytochrome B562
gene:Smp_243920	0	1	2.27913094801385	2.28214911487723	474.861818883079	208.070977613342	Probable E3 ubiquitin-protein ligase RNF144A-A	E3 ubiquitin-protein ligase parkin
gene:Smp_244160	1.60238134538915e-07	0.999999839761865	0.408025775860226	0.407745160619816	422.309347237349	1035.73337116688	Dynein light chain Tctex-type 1	Cytoplasmic dynein light chain
gene:Smp_244300	0.000689571101697539	0.999310428898302	0.205852468059696	0.19891728219019	11.1734608546567	56.2116652646797	Long-chain-fatty-acid--CoA ligase 5	Luciferase, luciferin 4-monooxygenase
gene:Smp_244320	1.15463194561016e-14	0.999999999999988	3.24617143866139	3.26066115827117	248.159958937088	76.1003183958772	Hypothetical protein	Transcription factor DP-1
gene:Smp_244380	0	1	2.52129541345685	2.52272301412103	1319.87776589809	523.189637260997	Transcription-associated protein 1	Serine/threonine-protein kinase MTOR
gene:Smp_244390	0.00117487670150562	0.998825123298494	0.196265038007168	0.158250087724462	1.63271798713051	10.370518650901	Cornifelin homolog	Hypothetical protein DIP2269
gene:Smp_244470	0	1	2.68939400542769	2.69108208101049	1322.2797299064	491.34986569755	Lethal(2) giant larvae protein homolog 2	Protein SNI1
gene:Smp_244480	0	1	0.35093933493835	0.350743027610085	569.365065387473	1623.32965486675	Globin-3	Hemoglobin
gene:Smp_244570	0	1	2.03107316648032	2.03305537180014	519.209116645816	255.378576153772	Band 4.1-like protein 2	Protein 4.1
gene:Smp_244650	0.00102618872650351	0.998973811273496	2.5342730272186	2.53998051233932	335.224623156871	131.973147716405	Choline dehydrogenase, mitochondrial	ARYL-alcohol oxidase
gene:Smp_244670	3.33066907387547e-16	1	0.43935741469135	0.437753459445644	75.1149235598461	171.604688448109	T-complex-associated testis-expressed protein 1	Nacht, LRR and PYD domains-containing protein 1
gene:Smp_244890	6.29576422872535e-06	0.999993704235771	0.304545663652244	0.303276115397584	81.557703467864	268.945250105771	Bax inhibitor 1	Protein (sodium channel protein, brain II alpha subunit)
gene:Smp_244960	2.75381673786601e-06	0.999997246183262	0.362236251372074	0.358608355564692	30.9418098055475	86.3008996911363	Dehydrogenase/reductase SDR family member 1	DHRS1, dehydrogenase/reductase SDR family member 1
gene:Smp_245060	7.29127869192325e-12	0.999999999992709	2.01118001019095	2.01667152178512	182.309178708955	90.3959866663708	DNA-directed RNA polymerase subunit beta	Ubiquitin carboxyl-terminal hydrolase 7
gene:Smp_245090	0	1	2.34561101520896	2.34667577156219	1456.062509733	620.473037059565	SH3 and multiple ankyrin repeat domains protein 3	26S proteasome non-ATPase regulatory subunit 10
gene:Smp_245150	0.000535395147984508	0.999464604852015	0.338457141709718	0.334573055848182	27.9682628631236	83.6137777492137	Oxalate:formate antiporter	Glycerol-3-phosphate transporter
gene:Smp_245220	0	1	2.59372693204095	2.59669198748457	685.260680157158	263.891411280197	Dynein beta chain, ciliary	Dynein heavy chain, cytoplasmic
gene:Smp_245230	0.00158146326697783	0.998418536733022	0.304558161453117	0.29990955588482	22.0187087008961	73.4411730908507	Uncharacterized protein MG256 homolog	MRNA-decapping enzyme 1A
gene:Smp_245310	2.09677941676034e-10	0.999999999790322	0.497937690234294	0.497868104415043	1763.63754882309	3542.3891478531	2-isopropylmalate synthase	T-cell surface glycoprotein CD4
gene:Smp_245530	0	1	0.384444579771497	0.383667721992411	149.249342445081	389.022837242517	Tegument antigen	Dynein light chain motor protein
gene:Smp_245550	0	1	3.22471747861761	3.23535072857827	332.336286616833	102.713418416797	Homeobox protein cut-like 1	CUT-like 2, homeobox protein CUX-2
gene:Smp_245570	0.00109978042060577	0.998900219579394	0.285246956326856	0.27913842022065	16.0261128600565	57.4386050590257	Probable ATP-dependent DNA helicase HFM1	U5 small nuclear ribonucleoprotein 200 kDa helica
gene:Smp_245610	0	1	0.480227277440481	0.479916303406121	393.826061468774	820.624887111758	Hypothetical protein	REMF protein
gene:Smp_245670	1.16058274102215e-11	0.999999999988394	0.455863611000302	0.453707192768034	56.1996730413284	123.879755192985	Protein XRP2	Protein XRP2
gene:Smp_245750	7.57486104050464e-05	0.999924251389595	0.426782308257387	0.421293387803281	21.5912016702267	51.263535962338	Neuroligin-2	Neuroligin-1, neuroligin I
gene:Smp_245780	0	1	2.22979013950799	2.23022043777507	3129.45299474052	1403.19792587774	Protein transport protein Sec24B	SEC24, protein transport protein SEC24, SEC24P, SEC24 protein, abnormal nuclear
gene:Smp_245800	0.00142672942251754	0.998573270577482	2.17881652072972	2.17996199346524	1101.45575350187	505.258328899163	hook protein	HOOK homolog 1, RSGI RUH-026
gene:Smp_245940	1.33020261472439e-11	0.999999999986698	0.498137665748061	0.497530856030715	202.018535257467	406.05232318784	Succinate dehydrogenase assembly factor 2, mitochondrial	Putative flavoprotein
gene:Smp_246060	0	1	0.468171942234635	0.467366829143544	151.566844817054	324.310930295419	Mini-chromosome maintenance complex-binding protein	DNA double-strand break repair RAD50 ATPase
gene:Smp_246090	5.04058975869803e-05	0.999949594102413	0.454309782520607	0.451784048815255	47.9136757718716	106.066511327802	Leucine-rich repeat and IQ domain-containing protein 1	Leucine-rich repeat-containing protein
gene:Smp_246380	8.52516377269907e-07	0.999999147483623	0.429083256935871	0.42584170604372	36.8138122765238	86.4630057058883	C-type lectin lectoxin-Lei1	Flavocetin-A: alpha subunit
gene:Smp_246470	0	1	2.43982619844485	2.4453772301427	311.407380929179	127.339423676038	Vacuolar protein sorting-associated protein 41 homolog	Ribosomal RNA-processing protein 9
gene:Smp_246550	0	1	2.17308536612163	2.17424261449828	1082.1006219192	497.685434126567	Huntingtin-interacting protein 1	HIP1-related, huntingtin interacting protein 12, HIP 12
gene:Smp_246630	8.50002290775365e-11	0.999999999915	0.322425122088069	0.320012536993014	44.1167830569844	137.880794753293	Ubiquitin-conjugating enzyme, E2	Ubiquitin-conjugating enzyme E2 M
gene:Smp_246670	0.000105807117228296	0.999894192882772	2.04124100228371	2.04264899697855	741.649574847835	363.077136333694	Bromodomain adjacent to zinc finger domain protein 1A	Protein polybromo-1
gene:Smp_246770	4.06263911401084e-12	0.999999999995937	0.0565415194288637	0.0504619567046346	3.83481241105453	76.1822973688694	C type lectin	Antifreeze protein type II
gene:Smp_246840	0	1	2.12731023298809	2.1278697291237	2104.98958250717	989.242092689929	Staphylococcal nuclease domain-containing protein 1	Staphylococcal nuclease domain-containing protein 1
gene:Smp_246890	0	1	2.05704507878637	2.05967020233355	407.18465317807	197.688958171425	Hypothetical protein	U4/U6 snRNA-associated-splicing factor PRP24
gene:Smp_247080	0.00601732420081225	0.993982675799188	0.151166857479904	0.135665817449975	3.63747686540878	26.8757471540592	Aminopeptidase N	Aminopeptidase N
gene:Smp_247210	1.72084568816899e-14	0.999999999999983	0.0829699690284935	0.0788088249048739	8.51719651430314	108.191036173244	DC-STAMP domain-containing protein 2	EIF-2-beta, probable translation initiation factor 2 beta subunit
gene:Smp_247220	5.47465466071984e-07	0.999999452534534	2.0547725840023	2.0583504702546	297.918634517031	144.731451381785	Homeobox protein PKNOX1	Homeobox protein pknox1
gene:Smp_247260	0.000139883947363195	0.999860116052637	7.18663135754672	7.47307560677249	79.235411821101	10.5941228526157	Transcription factor COE3	Transcription factor COE1
gene:Smp_247410	0	1	0.426800576674556	0.426582126858168	549.552810200178	1288.28309902826	Hypothetical protein	Hbegf, heparin-binding epidermal growth factor
gene:Smp_247480	8.64481597417921e-10	0.999999999135518	0.433272561679233	0.432596474257861	178.028931377493	411.548905289108	Protein dachsous	EP-cadherin, C-cadherin
gene:Smp_247620	0	1	3.70042609214619	3.73987404599009	125.687143930752	33.5999939155773	Nucleolysin TIA-1 isoform p40	Nucleolysin TIA-1 isoform P40
gene:Smp_247760	0.0487239821374126	0.951276017862587	0.49592907253211	0.495161592570724	159.66325391784	322.456960914448	Alpha-N-acetylgalactosaminidase	Alpha-galactosidase A
gene:Smp_247830	0	1	2.03534439212241	2.03731177016729	526.389088821357	258.36925079976	Hypothetical protein	P95VAV, VAV1, proto-oncogene VAV
gene:Smp_247920	0	1	2.50177097810676	2.50400810772615	825.284421968782	329.579356928328	Rho GTPase-activating protein gacU	RHO GTPase activating protein 5 variant
gene:Smp_247930	6.03439520574511e-12	0.999999999993966	2.18263104497727	2.18850828872424	216.204287180488	98.7852790923753	frizzled	Smoothened homolog/soluble cytochrome B562 chimer protein
gene:Smp_248180	0	1	0.49625721167974	0.495546045495544	172.3285276612	347.765003408336	GPI anchored wall transfer protein 1	ATPase wrnip1
gene:Smp_266810	2.83106871279415e-14	0.999999999999972	2.84599919307985	2.862819234043	154.25201636346	53.8746513706017	Hypothetical protein	TS, tsase, thymidylate synthase THYX
gene:Smp_266900	0	1	0.385837368790737	0.384184691265222	70.0864367840971	182.445049297386	Methyltransferase-like protein 25	Ermam, rRNA methyltransferase
gene:Smp_266930	0	1	2.75271521175641	2.76439521635424	203.660952561072	73.6664958049953	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	O-methyltransferase family protein
gene:Smp_267240	0	1	0.440168637850366	0.440000843947002	720.757467823716	1638.09473943212	Palmitoyltransferase ZDHHC3	CARP2, FYVE-ring finger protein sakura
gene:Smp_267250	0	1	0.413960789249342	0.412627779896936	89.0561256823137	215.841016391965	WD repeat-containing protein 25	Polycomb protein EED
gene:Smp_267320	0	1	2.41503607950159	2.41659123523905	1079.5764921328	446.729389099043	Nucleosome-remodeling factor subunit BPTF	Nucleosome-remodeling factor subunit BPTF
gene:Smp_300090	3.22475416238976e-05	0.999967752458376	2.96764496311149	3.03114992929683	46.1012703474741	15.2024676848865	Protein FAM46C	Uncharacterized protein
gene:Smp_300140	1.11022302462516e-15	0.999999999999999	0.216837987657905	0.211070702219677	14.0624184944191	66.6615860914365	Protein NDNF	Methyl-CPG-binding domain protein 2
gene:Smp_300150	0.000191988567706081	0.999808011432294	0.0694362233405124	0.0521530909383111	1.36868280290635	26.4253037969909	Glutamate receptor ionotropic, kainate 1	Uncharacterized protein NE1242
gene:Smp_300490	0	1	0.450679003597809	0.449429602367568	97.0067147240744	215.856320805297	Pre-mRNA-processing-splicing factor 8	Protein CUP
gene:Smp_300500	1.01030295240889e-14	0.99999999999999	0.292730153871982	0.291479282305851	80.9071789292461	277.598680415026	Hypothetical protein	Smooth muscle myosin heavy chain
gene:Smp_300710	0.00101212199373812	0.998987878006262	0.281991044888997	0.258982527686851	3.95800594897721	15.3115198894619	Tetraspanin-17	CD81 antigen
gene:Smp_300840	3.84370313355475e-11	0.999999999961563	3.94482782094337	3.95686432190407	475.293958290102	120.111368746195	CUGBP Elav-like family member 3	Bruno-like 5, RNA binding protein
gene:Smp_300910	0	1	4.00664499489706	4.01422899096889	781.342157743919	194.635636684351	Hypothetical protein	Cytochrome C1, heme protein, mitochondrial
gene:Smp_301340	0	1	0.006218573146058	0.000124890199334709	0	80.0603342077284	Proteasome subunit beta type-1-B	20S proteasome
gene:Smp_301560	0.017939979437826	0.982060020562174	0.435155753980135	0.431509408610394	32.8087319633181	76.0456579032785	F-box/LRR-repeat protein 13	S-phase kinase-associated protein 2
gene:Smp_301660	0	1	0.444051337741533	0.443552769484379	242.827626865696	547.473058550148	Hypothetical protein	Glutathione S-transferase
gene:Smp_301800	0.00929381502370885	0.990706184976291	2.48748617619823	2.49908204434224	157.384953556746	62.9711069680877	Protocadherin-11 X-linked	EP-cadherin, C-cadherin
gene:Smp_302090	0	1	2.30207324652765	2.30284441953709	1909.00267570914	828.97030779382	Choline transporter-like protein 2	IL-13, interleukin-13 receptor subunit alpha-2
gene:Smp_302320	0	1	0.252679121173817	0.251317157374009	67.6955561509999	269.392840850379	Major egg antigen	TSP36, small heat shock protein
gene:Smp_302340	0	1	0.181339397900079	0.179410298409277	37.3715454554392	208.347857864787	Major egg antigen	TSP36, small heat shock protein
gene:Smp_302370	1.05688177098884e-08	0.999999989431182	2.89032341962523	2.89442756125256	654.531338685931	226.128441828089	Hypothetical protein	Protein phosphatase 1 regulatory subunit 12A
gene:Smp_302830	2.05864436242376e-06	0.999997941355638	0.0664626304373328	0.0257265782523079	0.279464570927534	11.2415767969091	F-box/kelch-repeat protein At4g14905	RGS3, regulator of G-protein signaling 3, RGP3
gene:Smp_302910	0.010106819165052	0.989893180834948	0.423685530655245	0.4207348453457	40.336487379303	95.8852837532438	Uncharacterized protein K02A2.6	POL polyprotein
gene:Smp_302950	0	1	2.99064866524682	2.99145859262984	3609.86488622442	1206.71734535527	Disco-interacting protein 2 homolog B	Saframycin MX1 synthetase B
gene:Smp_302990	7.64181280510368e-06	0.999992358187195	8.73826217313797	11.6691795303586	15.1165820653446	1.28628497239169	Protocadherin gamma-B4	Protocadherin beta 14
gene:Smp_303010	2.02209621547045e-06	0.999997977903785	2.01678221036614	2.02859078059564	85.7501810891051	42.2657423081279	Endoglycoceramidase	Endoglycoceramidase II
gene:Smp_303120	1.49880108324396e-14	0.999999999999985	0.397801144296245	0.396013455895611	65.4865864638646	165.379800494884	3-hydroxypropionyl-coenzyme A dehydratase	Putative enoyl-COA hydratase/isomerase
gene:Smp_303270	9.55552989978514e-06	0.9999904444701	0.250270416990205	0.240082082490017	8.66404801219222	36.1195100501841	CD63 antigen	CD63-like protein SM-TSP-2
gene:Smp_303290	1.29424627126618e-07	0.999999870575373	0.177755696226804	0.159665584541657	3.55312911845157	22.3062000044033	CD63 antigen	CD63-like protein SM-TSP-2
gene:Smp_303350	0	1	0.0168968570125111	0.000342957736486097	0	29.1481117325382	Hypothetical protein	High affinity copper uptake protein 1
gene:Smp_303370	0.0140884996307458	0.985911500369254	8.4411142344563	9.51160300822384	32.4516200189169	3.40284429037358	RNA pseudouridine synthase 4, mitochondrial	Aftrax, AF2260
gene:Smp_303410	0.00602307248880718	0.993976927511193	0.489376284766411	0.489310283140825	1858.61301861299	3798.44485094388	heat shock 70 kDa protein homolog	Heat shock protein homolog SSE1
gene:Smp_303420	8.30239732518834e-09	0.999999991697603	0.100247773888348	0.0976011158832007	16.2807285091649	166.901293603037	heat shock 70 kDa protein homolog	Heat shock protein homolog SSE1
gene:Smp_303560	1.54779143168859e-07	0.999999845220857	4.55215116424445	4.71075746994404	51.7891167863511	10.9859209568406	Junction plakoglobin	Catenin beta-1, beta-catenin
gene:Smp_303600	0.00246558900456162	0.997534410995438	2.57117434367694	2.63985102746911	29.6420757996909	11.2224807313536	Methionine synthase reductase	MSR
gene:Smp_303620	8.87392180694002e-05	0.999911260781931	28.7113542689301	29.7916910213776	375.182695341328	12.5838703872869	Prosaposin	NK-lysin
gene:Smp_303860	9.24587315598302e-08	0.999999907541268	0.280984357055901	0.278088978537276	33.8960647902996	121.91523762949	Endothelin-converting enzyme 2	ECE-1, endothelin-converting enzyme 1
gene:Smp_303920	0.000174040291436972	0.999825959708563	0.329904377927029	0.321505338829826	12.5837766376293	39.1612830756296	PTS system N-acetylglucosamine-specific EIICBA component	SMAP3, small nuclear ribonucleoprotein homolog, SM-like P
gene:Smp_303970	7.06273320688622e-05	0.999929372667931	0.209424440367835	0.203431320742019	13.1655537163211	64.756593798158	Hypothetical protein	CLIP-associating protein 1
gene:Smp_304000	3.52106899192961e-10	0.999999999647893	0.101870745479526	0.101721778428495	301.098618533202	2960.10948655483	Stress response protein NST1	Myomesin
gene:Smp_304210	0.000620058411485935	0.999379941588514	0.230908789338591	0.211101799122208	4.01449984832148	19.0542612476821	SCO-spondin	Basic fibroblast growth factor receptor 1
